instance,recent_max,z_score,historical_mean,historical_std
instance-fec680d8-31b8-465d-8ce4-532f71737f7b,1.74,3.35,1.43,0.09
instance-0557a0bf-82b5-43a6-92e3-f5ca79d4f5a9,17.41,3.34,15.79,0.48
instance-06f4bc11-741b-4921-b80d-96963fb704bf,19.4,3.34,16.6,0.84
instance-0ed902fc-d079-4336-be31-6673ef7d480e,0.37,3.34,0.31,0.02
instance-2cf90b43-2bae-4895-8b6a-e05ba279395b,2.61,3.34,2.02,0.18
instance-2ebbe9df-91e0-4477-996f-723715a9e99a,5.53,3.34,4.28,0.37
instance-3061f8f6-05e4-4d9b-a752-3d368fc4f363,1.94,3.34,1.53,0.12
instance-315ab544-6be8-47ae-9658-774a54ceead1,3.24,3.34,2.62,0.19
instance-3c324e9e-9558-4948-90e5-4decdc7b27e1,12.55,3.34,11.52,0.31
instance-589e5ee4-a835-4496-a28e-8fe4cb68f321,4.36,3.34,2.9,0.44
instance-5ea5ee5e-b36a-42e5-ad37-ad10253ab6bb,2.94,3.34,2.55,0.12
instance-62c85891-aa3a-4cae-9a19-f4b085426d9d,16.4,3.34,12.7,1.11
instance-6abc24ca-af7e-41d5-a753-6f7627009683,3.61,3.34,3.41,0.06
instance-6e072407-c2d5-4395-b689-b5f1d5d636f6,18.57,3.34,4.06,4.34
instance-746f49c6-8a73-4e66-962c-dbb00748fd42,3.9,3.34,3.37,0.16
instance-74b0613d-89f6-4f77-b421-8eb0db0d762a,2.79,3.34,1.68,0.33
instance-7d0283eb-20c6-4454-95d2-ab88a0ba32ab,3.23,3.34,2.62,0.18
instance-813e4f9a-45a4-4cf7-84a7-f7116fa0c168,4.56,3.34,3.56,0.3
instance-93f6e226-6aaa-4615-9e66-780ef98c43d5,3.83,3.34,3.39,0.13
instance-98036836-f186-497e-83b7-c784ea9578c0,5.95,3.34,4.53,0.43
instance-a418f66f-e080-49fd-8874-19c5b266a6b0,4.05,3.34,2.79,0.38
instance-be497231-1cb0-4487-abab-e4e8204ca8f5,3.79,3.34,3.21,0.17
instance-f200a9f5-ef0d-4938-b0da-9c651e3e8342,12.17,3.34,10.9,0.38
instance-f3ba23b3-0ab0-4b09-935d-fc454ec6caf1,3.8,3.34,2.92,0.26
instance-132d97f1-a0e8-4ec7-9d97-fb29f4508e98,2.39,3.33,2.23,0.05
instance-15861295-a5e4-4d85-baf4-da33f96953ca,7.89,3.33,7.36,0.16
instance-24090354-2ccf-4733-8972-bfd3c9647ed7,1.32,3.33,1.08,0.07
instance-569bbe4e-48a0-4696-b2a7-82f39ff4781b,3.8,3.33,2.82,0.29
instance-5d7a4514-f17e-43b7-a9f6-0e9514d5a6e5,45.86,3.33,13.31,9.76
instance-63a619a1-8123-4db9-ab73-b3d787028343,7.18,3.33,6.46,0.22
instance-6a07abbc-20e5-4937-844e-ca3b590e44ca,98.97,3.33,23.98,22.49
instance-6c93cf50-9f65-4495-be01-ebc7712b6e2a,3.91,3.33,2.92,0.3
instance-7400f69c-6fe1-48a9-ab32-ea2530d50237,17.65,3.33,14.94,0.82
instance-7ca0e3d0-9cc3-4aa7-869f-06344c9118b3,6.14,3.33,5.23,0.27
instance-9366a959-3735-4134-b3b3-87218806d614,14.95,3.33,10.15,1.44
instance-9920d680-1317-4876-b792-94810169a962,0.4,3.33,0.34,0.02
instance-9aeb8ab3-dac8-440b-b651-f45b01f79597,15.13,3.33,13.54,0.48
instance-9fac8e4f-02f5-42fd-b5dc-644ff57679c4,3.23,3.33,2.42,0.24
instance-b01e10cf-354a-42e9-ade1-465986e9eeef,2.45,3.33,2.04,0.12
instance-b6bf2f32-6c3a-4957-89b4-ad91ad1c833c,1.94,3.33,1.63,0.09
instance-c2124a2f-aeff-484e-95a9-f8f5a0d02f98,3.16,3.33,2.58,0.17
instance-c6c4f888-1a48-469b-a013-c9d67c3d08ef,0.5,3.33,0.43,0.02
instance-cec459ee-eba5-4b17-9d85-899437a0ecfb,4.18,3.33,2.93,0.38
instance-e1260048-4775-4cd1-918b-9323e87e7e0a,3.83,3.33,3.27,0.17
instance-e1518346-f1d7-4561-9630-54cc0d9cb4d4,4.11,3.33,1.99,0.64
instance-f6ebaad7-88e5-4b00-a94f-2d2286fcbab7,4.36,3.33,3.17,0.36
instance-0388d118-287e-4ea6-b0b8-eba7246d7136,20.9,3.32,19.81,0.33
instance-0f897445-3ad3-44a8-b1e9-78b95d54acf1,4.49,3.32,2.97,0.46
instance-10bc6841-e514-4f16-9bed-8d3e871b6343,9.63,3.32,8.51,0.34
instance-13ecb539-a5ea-4861-88ea-40240b8fb1d4,11.57,3.32,5.3,1.89
instance-1ca8784b-7a91-42e8-97d9-eb5321362d67,6.76,3.32,4.22,0.76
instance-36796d6c-1dc9-4d09-b841-b7f4e8525dc4,19.46,3.32,18.51,0.29
instance-3e1dbe47-7f1a-41df-aaf4-1187f1dd0d42,2.41,3.32,2.08,0.1
instance-4fe4ac5c-5fff-4c6e-84d2-f9e59334564a,40.62,3.32,22.87,5.34
instance-5c85f0e2-e1fd-4f47-9aca-ee9c80b39793,4.71,3.32,4.39,0.1
instance-6d919ae0-b32d-48d3-a68e-ea2b683818c8,2.83,3.32,2.58,0.08
instance-73a395da-846b-4c84-a369-85c8bc71149f,3.46,3.32,2.58,0.27
instance-7de094f6-4a78-46f2-9c88-83b6f302ca3a,7.8,3.32,2.52,1.59
instance-86ea46bb-6bfa-4eaf-917e-bbc96e357c25,17.34,3.32,16.22,0.34
instance-882482cc-5a69-4163-8009-1cb870b1edb5,11.27,3.32,4.24,2.12
instance-9bd22cdd-5d83-4a98-8499-857be325167f,7.43,3.32,6.23,0.36
instance-a0cf2196-a39e-4eb3-baf2-a0e09afb96e2,13.94,3.32,13.05,0.27
instance-a96a21b2-ad49-4c60-ab79-6be5bcb77b00,75.09,3.32,12.59,18.84
instance-b4b581cb-daa8-4fbe-97c7-5fdad1ccc598,0.81,3.32,0.73,0.02
instance-b6e7c2d9-84a4-4519-9021-c47f5b897450,12.6,3.32,11.62,0.29
instance-be124f60-77da-4418-af9e-0f6000be5562,1.47,3.32,1.21,0.08
instance-c0450f79-1de2-4c0f-8fcd-532b8f61fefc,18.33,3.32,16.92,0.43
instance-cab15409-4a4d-489c-aef3-7c741029124b,26.82,3.32,8.67,5.46
instance-d16e2655-2a33-4492-8fda-336748bb3783,5.37,3.32,4.66,0.21
instance-d8cb4d46-ee34-4260-a5e1-d2d7eb52a6b3,3.56,3.32,3.08,0.14
instance-e55d010d-4c0f-4394-81c8-9c47be9db806,52.79,3.32,10.55,12.73
instance-e5605ff1-afd2-4a9c-ab99-37dcda6bade3,2.37,3.32,2.2,0.05
instance-f2fa9297-1350-4918-82af-90063fcb86b4,4.64,3.32,3.28,0.41
instance-0b0bdd74-f864-4bb8-83d2-b782d39d2d15,9.12,3.31,8.32,0.24
instance-0d586a36-fb58-4700-8b11-da7e951a4990,12.01,3.31,8.21,1.15
instance-13431291-465a-40b8-a7d7-21697c4b6351,1.58,3.31,1.26,0.1
instance-14583cb2-9384-4feb-9ba3-485adfeab767,4.27,3.31,3.11,0.35
instance-1e71d617-2ff8-45d4-bc80-d9793c83277e,3.99,3.31,3.15,0.25
instance-26e4316f-ab09-4e3b-bdf4-5d346f10e108,16.37,3.31,15.4,0.29
instance-274c270e-7497-4451-a032-80381b3552cf,3.3,3.31,2.57,0.22
instance-4d785e21-4594-4349-8a5d-2400432ba4dc,1.26,3.31,1.0,0.08
instance-4f394e89-7cd2-41b9-94fb-aa8df8ae04e6,3.59,3.31,2.6,0.3
instance-52a28cfc-aeb3-4023-8926-511982849709,4.91,3.31,4.34,0.17
instance-548285e7-ca55-4d8d-b3f9-8af6252a56e4,1.61,3.31,1.3,0.09
instance-5fa13116-0544-49b9-b4a9-e85413c19584,7.65,3.31,6.02,0.49
instance-5fbc967b-db9c-4d0b-b74f-2c3487ee4f5c,3.72,3.31,2.88,0.25
instance-6e518dae-b3f6-421b-a0ef-d116476edff5,30.25,3.31,11.98,5.52
instance-6f119878-f353-40db-bdd6-0e97a1c88e5a,3.41,3.31,2.53,0.27
instance-8645b64b-a783-421e-80f9-acab7880a9d6,4.09,3.31,3.06,0.31
instance-9d574351-c37b-4327-8264-53d3a54b9007,3.57,3.31,3.3,0.08
instance-b2fb7195-4939-43a4-af37-da55a2769560,1.98,3.31,1.46,0.16
instance-c4e6f941-08fc-40c2-9b0c-23f8a9346d5e,4.15,3.31,2.94,0.36
instance-ceeb2bc3-e6a7-464c-a7af-cffed74701f9,2.02,3.31,1.81,0.06
instance-d385a81d-ed98-4aab-971f-eb28a1a9bb07,22.88,3.31,17.43,1.65
instance-d7f1750c-4a71-43e8-8d83-52b630647a76,4.97,3.31,3.72,0.38
instance-dc43c636-ec6d-4ce4-92b4-8c1b039b594d,3.78,3.31,3.5,0.09
instance-e0768f62-15a9-4d0c-82d3-05d8a2eee5ba,16.31,3.31,15.3,0.3
instance-24782de6-652e-4118-98dc-176407b67765,5.49,3.3,4.4,0.33
instance-2c65ea8c-182f-4a84-8812-04ed783caddb,0.84,3.3,0.67,0.05
instance-350253a7-5491-448d-ba3b-8f9ccce8c680,3.95,3.3,2.99,0.29
instance-376e46cb-e1e3-49e3-87e1-f706fe70b97c,51.83,3.3,27.88,7.26
instance-3924c58a-42b9-4165-92ca-fe58e23c09a7,3.72,3.3,2.43,0.39
instance-47bf7397-db24-49ce-bd4d-f1df2d07976b,19.96,3.3,18.48,0.45
instance-480400b9-390e-4ba6-90e7-588194db6301,7.11,3.3,5.76,0.41
instance-61e9d291-59b0-4486-9abd-c625f3d6594f,12.5,3.3,11.34,0.35
instance-664b05e1-6e7a-41bd-982d-ec76db9b2793,9.36,3.3,6.88,0.75
instance-67ba714e-2753-4cdc-ba02-135e2d7406d9,10.04,3.3,7.78,0.69
instance-68c3d81a-db47-4ce6-8002-9758cf826288,17.37,3.3,16.33,0.31
instance-9e862583-d013-4286-a2eb-a2b8805714b2,8.66,3.3,5.66,0.91
instance-ab29f7e9-e4ba-40bf-93f0-9e91e8dc7373,69.44,3.3,19.57,15.1
instance-b52e8d10-f8b8-4dbd-b995-89117d07802d,21.38,3.3,8.23,3.99
instance-b6339a83-5fda-4bb8-a9ff-919fe68700d5,17.57,3.3,16.09,0.45
instance-bb37f169-10e7-4a8d-8266-56467f5dbeca,14.91,3.3,2.8,3.67
instance-c739b1db-f07d-4a5e-a339-f7c536ac73d6,4.87,3.3,3.55,0.4
instance-cc0776fe-ef5b-4e53-8d33-10bc2d7e02f4,1.52,3.3,1.21,0.09
instance-d43a517c-8799-43ff-8759-1818de3f041d,3.81,3.3,2.89,0.28
instance-ec521f42-ccc8-4ed9-ab9f-e8511b97f723,7.57,3.3,3.07,1.36
instance-f00d2262-ab6f-434f-902a-30cbf46e4b94,1.7,3.3,1.38,0.1
instance-008f3288-106c-48f0-bed5-10902bdf8f30,6.23,3.29,4.29,0.59
instance-023655ba-bef5-4889-a3fd-48cf9cc77902,5.11,3.29,4.47,0.19
instance-2746541d-fc71-42f4-9665-847d20572471,3.79,3.29,2.59,0.36
instance-2e9224ee-a094-4218-88fa-d98a82bc0e86,7.63,3.29,6.88,0.23
instance-32f6a13d-a65d-4e8b-9554-a932a69aa567,26.66,3.29,18.86,2.37
instance-3b8ecc35-e35a-4fc3-be13-4562886cc365,3.59,3.29,2.84,0.23
instance-43b546ae-a040-499a-9b3d-3c3af26dcacd,4.86,3.29,2.84,0.61
instance-4547e22a-189c-43ae-a8ee-998eba4826a0,13.79,3.29,12.83,0.29
instance-4e33d70f-1f50-46bf-b84f-718b52d34572,9.61,3.29,9.21,0.12
instance-5312deec-3a19-4409-827d-6f0a3c19408f,3.68,3.29,3.32,0.11
instance-5715da40-eab3-42de-8438-dffd1b9be01c,0.55,3.29,0.48,0.02
instance-57aba770-9f32-47e1-98b7-5992117c0428,2.45,3.29,2.04,0.12
instance-58866b71-641f-4866-ab13-be75fadf84b7,16.95,3.29,16.02,0.28
instance-58c2941b-e8c8-4455-87f1-d3523524fb68,21.96,3.29,5.28,5.07
instance-5906b560-65cf-484e-bbc8-cfdc94ba76ac,17.76,3.29,14.54,0.98
instance-5d65a8b9-ded2-4ab2-a2c7-667551dbd9fe,2.33,3.29,2.03,0.09
instance-6827d1e8-7029-440a-93d2-e5e13d90c7d9,2.79,3.29,2.46,0.1
instance-8e3ae014-875e-4c05-97c7-0244fc0b12fd,3.7,3.29,2.86,0.26
instance-8f2d1787-f640-42bd-aebd-d365657f7627,4.64,3.29,2.63,0.61
instance-8fb8bbe7-e0e4-4486-97a1-9aea787259fd,56.24,3.29,14.14,12.78
instance-94cafeec-4989-49be-b373-6cd957ac050c,3.71,3.29,2.84,0.26
instance-98adf33e-8d58-45d4-952f-db60e8f10444,1.58,3.29,1.29,0.09
instance-a2313104-98b2-498d-91e2-75513bdaefa8,1.66,3.29,1.13,0.16
instance-a2975ef0-9f56-4c6a-9f88-7bbf1638f808,14.92,3.29,13.71,0.37
instance-afb55804-4c2d-492f-b0a0-a92ff97df36f,2.73,3.29,2.17,0.17
instance-bddd89b3-6cf4-441a-b9be-27a5646895ad,2.07,3.29,1.87,0.06
instance-d4cd50d4-b933-4884-91c9-6d40077ca8be,9.91,3.29,8.46,0.44
instance-daea2824-b7bc-469b-b4aa-6e99e4d06c19,15.81,3.29,11.26,1.38
instance-e5d3a5d9-2208-4374-9503-ae4e792bfb9f,11.02,3.29,8.15,0.87
instance-ea1f84cf-e7fd-41c0-8010-ccebe32a0553,18.02,3.29,12.64,1.63
instance-ee1d0752-2f6c-4ef7-a347-27328c647a7b,1.13,3.29,0.93,0.06
instance-f72cdca9-0e65-4d97-b462-94cf3a5587c5,1.49,3.29,1.3,0.06
instance-0e0782d8-10c2-433c-9a0d-d846931f7b02,3.36,3.28,2.38,0.3
instance-1421e523-7bd4-4b81-8f98-761340f7cd5d,2.43,3.28,1.39,0.32
instance-18a6fe83-019e-4e3a-b623-b92aedbe7300,8.39,3.28,6.31,0.63
instance-1acf31ba-dc44-4ec2-bfde-6cf7bfff7a3f,4.62,3.28,4.04,0.18
instance-1fbaffa6-a09a-4112-b3e0-5500612e707e,3.15,3.28,2.47,0.21
instance-22cd3c82-3504-494f-be9a-9c56e2e600dd,12.28,3.28,11.63,0.2
instance-2588dfe1-a65d-445c-a482-ec193d8bcdb5,2.57,3.28,1.89,0.21
instance-2c85deec-68db-46ef-8845-b42e185e284b,1.69,3.28,1.53,0.05
instance-2cfd56e7-f9c6-4dbe-94c7-116df8df5876,0.32,3.28,0.24,0.02
instance-2ea3d13d-b459-4fac-a9f9-a38db386ed3b,7.95,3.28,7.38,0.18
instance-33d26c45-8827-4db2-b420-ca209c8219e1,35.3,3.28,24.12,3.41
instance-3746653e-00e2-4afa-ad8b-e5e3f356f904,2.42,3.28,2.07,0.11
instance-385952e5-132b-4bc6-935c-2c0ec589912d,11.1,3.28,9.47,0.5
instance-3a3b2847-f901-4318-9276-5d6cd9e88d98,14.9,3.28,14.15,0.23
instance-405bf9df-4445-423e-bb92-6d0bca8b283b,17.37,3.28,16.22,0.35
instance-4aa354d5-dcca-45a8-a13a-7b525e581e9a,47.76,3.28,47.01,0.23
instance-5537cb27-a613-4f7c-a0a6-6b66c9ef0071,19.69,3.28,13.53,1.88
instance-61aa2ba7-9a42-48c8-a6f3-c62257f97167,4.38,3.28,3.88,0.15
instance-66cebc64-8ff2-4dbc-a91d-1737a7b83eeb,3.28,3.28,2.54,0.23
instance-6cdbd7e3-5124-4c73-8f09-20f379c591ae,5.54,3.28,3.83,0.52
instance-76656c06-38c3-4335-aff5-af8a391fc443,9.99,3.28,5.3,1.43
instance-7b28fed1-674d-45e9-a913-af152573d889,9.74,3.28,7.59,0.66
instance-7b3d21fd-e56a-4f6d-b177-4f7b960f25ef,9.92,3.28,8.33,0.48
instance-7f440ca6-ae15-44fa-9784-d34d81017c9f,0.53,3.28,0.47,0.02
instance-81684ce8-5953-4f03-b63b-41f25d479c57,6.09,3.28,4.78,0.4
instance-88aa4df9-cff3-42d5-bd73-56c18d998435,5.03,3.28,3.43,0.49
instance-90c5d8b4-5c5a-46f5-9c19-28f9dc54f4e6,5.86,3.28,4.67,0.36
instance-91a06e32-f812-4853-b83b-3208af7411db,9.0,3.28,6.97,0.62
instance-93b7e0c8-80b1-469a-9f3a-cbca07dce386,3.68,3.28,2.71,0.3
instance-93c64192-496c-40d1-b324-887e77f52827,1.01,3.28,0.93,0.02
instance-9a54892a-24d1-4fc0-ad18-1156badfdaea,13.82,3.28,11.94,0.57
instance-9d0898e8-5457-4f29-8ce8-e52fcfb284ba,2.34,3.28,2.19,0.05
instance-9d78fc58-a525-4578-8670-89f8ccc68f46,3.76,3.28,3.58,0.06
instance-b27da01e-4bcd-460b-990a-0e82fe34cb85,1.42,3.28,1.26,0.05
instance-beb5b0cf-39a0-4387-9f79-8a1fd850762f,5.12,3.28,4.15,0.3
instance-cdc65db7-3e1b-4015-b346-c55fae66790b,3.88,3.28,2.86,0.31
instance-dddcfad2-d33f-46a4-a566-c29e5d536d74,14.25,3.28,13.32,0.28
instance-e93992d6-a5b5-43d9-935e-d0483b3bda4f,8.91,3.28,6.49,0.74
instance-e97369fe-48df-4d7d-bca7-7dec566b0b44,3.61,3.28,2.97,0.2
instance-ee7016a3-8489-4a98-8242-646d40801150,9.02,3.28,5.99,0.92
instance-00525c42-631d-4f0f-a534-1cdf042ade30,9.47,3.27,8.32,0.35
instance-0f286f56-667a-4094-a72c-c1b15dac89c7,2.33,3.27,2.06,0.08
instance-1c00d05c-d5cf-4e12-8ab5-64625c16d35a,24.34,3.27,11.99,3.78
instance-2cbf4f58-e146-4883-81f1-616d178f2020,18.56,3.27,16.8,0.54
instance-429c5f00-fa09-41a8-acaf-3c9d24cb5b7b,16.78,3.27,15.77,0.31
instance-4566d909-e5a0-4de6-825b-59380fdf3997,6.59,3.27,3.28,1.01
instance-5a32ea39-cb4f-4e02-b6b0-1a5819806de1,5.93,3.27,4.98,0.29
instance-71d879c8-06e7-4e53-acf8-cf98cf5141f6,19.73,3.27,14.02,1.75
instance-868a6994-5812-45d5-8831-4aac85a7ac59,2.11,3.27,1.42,0.21
instance-8bd81be2-a025-468c-8c26-619f82eb138d,4.26,3.27,3.13,0.34
instance-98af041d-ae60-4c03-8b91-058d4507aaa6,1.3,3.27,1.1,0.06
instance-9a6e4720-72e4-42fc-93c2-7e301d1ea78f,4.36,3.27,4.02,0.1
instance-a20453dc-dfbb-4a89-b41c-23c940268d06,18.39,3.27,17.36,0.32
instance-a2f4b298-adf0-4b58-ac41-46cef90dc758,5.67,3.27,4.8,0.26
instance-a4201975-5942-4a4e-9d3a-4d693e7ce4dc,24.62,3.27,11.31,4.07
instance-a61da22b-f402-4b5e-8b2a-44516f28889d,4.78,3.27,3.21,0.48
instance-c20f93f3-69df-4d63-b892-8e712172a738,16.09,3.27,15.33,0.23
instance-c6d5a778-decc-4fb3-91dc-b6dabeded150,2.04,3.27,1.54,0.15
instance-cf7dbc0e-e5e8-4996-bb66-875da3295eea,4.92,3.27,2.78,0.65
instance-cfb108e9-281a-4688-a5b0-4acb6b8fcab4,4.59,3.27,4.1,0.15
instance-dfbb7ff7-24db-4586-a600-e9b95637fca3,5.07,3.27,4.78,0.09
instance-e23756c2-f748-47bf-9380-df4b40d93d2e,3.44,3.27,3.13,0.09
instance-ecc5d6a5-3247-4f7b-a629-4a751c40ef7e,3.47,3.27,2.02,0.44
instance-fb4af32d-25b8-481a-94e3-1ada0a25e9f0,9.01,3.27,7.7,0.4
instance-09dbafde-908d-4765-89ae-420bc579414a,26.88,3.26,4.67,6.8
instance-1d9bd33e-26f6-4285-ab8e-a4d67d32c3b6,17.12,3.26,16.15,0.3
instance-3deb9694-17cd-4d36-aac4-6bbf3a450215,8.69,3.26,8.25,0.13
instance-45bd7b73-bcfb-43cf-af80-47f7edc850b4,2.68,3.26,2.31,0.11
instance-51a887ba-11a9-4202-a3dd-2e2a9360f0a7,2.22,3.26,1.71,0.16
instance-5cfbc7ab-e85e-45fd-bb74-bc10e113d786,39.45,3.26,29.3,3.11
instance-6869a023-1c16-41ce-ac45-9ce201275073,3.28,3.26,2.97,0.09
instance-6a0c9d8b-44c9-4ed4-9cd2-17e2dc43c11b,0.5,3.26,0.39,0.03
instance-6d95c72e-cf35-4952-b37e-79417fd72f5c,4.11,3.26,2.92,0.36
instance-764edc05-0934-4d89-b9ec-e950f367ab38,11.62,3.26,9.08,0.78
instance-77be7ed9-614c-4fda-8f46-a0a315dfa07e,4.17,3.26,1.1,0.94
instance-7e470e05-af5c-4764-bf93-d4e98ff3dde4,3.82,3.26,3.64,0.06
instance-94ff091c-75ba-4a37-a594-383bffb59bd9,3.89,3.26,2.83,0.33
instance-9b798935-a41f-4057-a509-a24f94ff5ff6,1.67,3.26,1.51,0.05
instance-a0e5ad49-a49b-474a-ad40-a8bdab8b778c,6.09,3.26,5.6,0.15
instance-be9a6551-e3e6-4197-bd39-401db34e42f6,2.06,3.26,1.57,0.15
instance-c469a352-285e-4d02-8745-b6845fd66f6e,9.36,3.26,8.36,0.31
instance-c8b5c454-c9b6-4029-b10b-b00211ab91a7,4.16,3.26,3.7,0.14
instance-d60ecddf-c07e-4f98-a2d5-c793c6609604,1.56,3.26,1.22,0.11
instance-02699f6d-0a70-4ad7-a9c6-450feb81fcf5,0.8,3.25,0.47,0.1
instance-032cb67f-7943-47f3-be0c-456d7015b648,0.17,3.25,0.15,0.01
instance-16c84a85-6672-4c6e-a25a-41637cf098a6,9.76,3.25,4.0,1.77
instance-1f192b54-1016-462a-8919-e473274a5344,4.19,3.25,3.26,0.29
instance-23dcee6c-bb9b-4544-bb71-97bca5c3018c,0.81,3.25,0.63,0.05
instance-2621150a-285e-4505-8269-bfaae34133c0,11.93,3.25,7.93,1.23
instance-36c956c0-9f0b-42f4-8171-3677363d8a71,15.37,3.25,13.52,0.57
instance-3f571cc5-5178-4f7f-abb1-a272e754a9e1,6.36,3.25,5.6,0.23
instance-470f7f48-2a65-4450-ae16-f6c2d601fba2,4.9,3.25,2.89,0.62
instance-4a08d7e4-535c-4b8c-b795-9100d94ff323,17.92,3.25,15.91,0.62
instance-573fe7d0-d4a3-4bdb-824c-7714e25db65e,16.03,3.25,6.96,2.79
instance-5e92dc6b-80d0-4831-a1c5-36440eca9f91,7.88,3.25,5.39,0.77
instance-69535faa-2b62-4d62-8c73-042afb81e163,39.6,3.25,21.79,5.48
instance-6b062ec2-c45e-4833-9203-cb2edc195d7d,10.16,3.25,7.95,0.68
instance-77bc55ad-3d24-44fc-ab09-8bf9e787f0df,4.65,3.25,4.5,0.04
instance-7ca55aeb-fda6-4790-ac74-193242bd2312,2.43,3.25,1.84,0.18
instance-8161b34a-16a3-4943-b98a-0ac00124a6f7,8.38,3.25,7.93,0.14
instance-8dc54ddf-9c42-4e63-95bf-6267bd2789f1,4.64,3.25,4.02,0.19
instance-904d59de-963a-4d8c-a9ca-015b5d057211,4.38,3.25,3.29,0.33
instance-92db8900-9035-45c0-8728-31bf2d838832,3.06,3.25,2.82,0.08
instance-ac2a97d9-0e71-4727-b3d4-6158713e9f6c,8.16,3.25,7.15,0.31
instance-ad28678e-acda-4cfc-a02b-b7b36332db64,5.82,3.25,2.95,0.88
instance-ad700de7-6261-4633-8338-8a8e5889f0e4,13.04,3.25,12.12,0.28
instance-b0b2574f-541f-4c03-bb9a-d78698b3d623,1.69,3.25,1.31,0.12
instance-b66996cf-698b-4e7d-b6ce-8eeb9127d8cb,3.42,3.25,3.15,0.08
instance-bc37487c-054b-436c-9dc0-2bd965e4514f,1.43,3.25,0.44,0.3
instance-c61fa470-e1af-4477-b3c8-601e1fec3654,1.81,3.25,1.57,0.07
instance-ca024c28-22d9-4886-a598-081b49eeed40,4.0,3.25,2.98,0.31
instance-d2619ce8-a43c-4b78-a2db-df847c3ba6d8,8.24,3.25,6.31,0.59
instance-da9d80e3-9f25-48fe-a934-ee5fc40e55b5,3.47,3.25,3.24,0.07
instance-053cee7e-95ac-43f1-9489-a31e65cbc936,4.45,3.24,3.43,0.32
instance-0a12962d-27c3-4c0b-98a2-e94643b44c7d,14.45,3.24,13.67,0.24
instance-0a4826aa-3a5f-410d-81df-72605a368e3f,64.39,3.24,58.6,1.79
instance-15036ad5-8996-46d8-ae15-f4009fa1585d,3.8,3.24,3.56,0.07
instance-1e23289c-4bb1-4278-8c29-1c40c6a4ef2b,17.68,3.24,7.55,3.13
instance-231e7ef4-9bd7-485d-8191-5d3f4e278923,3.71,3.24,2.86,0.26
instance-2394adc2-a2f4-4b55-9b71-be377d8f02c2,3.75,3.24,2.73,0.32
instance-29714190-848e-4a2a-813d-af52225d7c39,4.1,3.24,2.05,0.63
instance-33a9a2cf-30ca-47e1-a1d5-26be3608f840,1.85,3.24,1.67,0.06
instance-395c831b-15d9-40c0-9bbc-3a6b86f227b0,2.03,3.24,1.78,0.08
instance-5938b276-cb6f-4665-a912-0809c542137a,3.31,3.24,2.68,0.19
instance-5f212cdd-601a-4e43-87e9-dadce590388c,17.59,3.24,9.19,2.59
instance-68d1570c-52f5-47c1-b46f-e061e9897388,13.14,3.24,9.14,1.23
instance-6f425d21-f279-41a7-a9de-7c285df2d0bb,5.76,3.24,4.38,0.43
instance-72b6a6f0-b71b-46a6-a663-ab7baa457745,1.33,3.24,1.26,0.02
instance-7764ab4f-4e08-4d3e-82b8-555593ee439f,3.49,3.24,2.29,0.37
instance-810f88a2-9225-4419-8a27-56d1a8c6894a,42.93,3.24,38.71,1.3
instance-86b85408-4869-47a4-9322-11df2e88d32d,3.04,3.24,2.57,0.14
instance-89657ceb-878d-4706-8a54-e999944ade6a,2.11,3.24,0.56,0.48
instance-941e0bef-3a76-492b-be7c-cda21b2f70cb,1.03,3.24,0.82,0.07
instance-94a65dae-4d16-4519-a5dd-4f8bb39e2ade,45.06,3.24,24.7,6.28
instance-9c5ddb59-91dc-4ad6-bafc-7fa98bf95476,3.09,3.24,2.4,0.21
instance-9d37433f-d2af-4c9d-ae5b-fada169c7401,2.98,3.24,2.39,0.18
instance-a300c962-cb4d-4cdc-80eb-06873c4b89bb,8.63,3.24,3.7,1.52
instance-bb1fec94-4652-4360-afc0-bec74be44dca,0.43,3.24,0.27,0.05
instance-be8baef0-f900-4b90-bcc3-e5d7ab8aebcc,2.38,3.24,2.03,0.11
instance-f0c056cb-5c94-4b81-b245-cbfaab31586a,17.31,3.24,15.64,0.51
instance-f78c90a1-1959-4812-bf85-1b94a60af23f,15.08,3.24,14.2,0.27
instance-057f642f-925d-4ed5-8d62-b9b6e598f35b,2.23,3.23,2.06,0.05
instance-083c65d0-a389-478f-9740-f8ab165653e4,1.83,3.23,1.48,0.11
instance-0e1a4985-a5ef-4fda-9f4d-02508642baeb,1.99,3.23,1.65,0.1
instance-25c2b09a-ac3b-4593-a1e8-1281aec36471,49.55,3.23,8.88,12.61
instance-25de3d13-f4e2-48c0-ae87-4f22c1dc2ba4,7.8,3.23,7.14,0.21
instance-2f1a74eb-3e57-428e-8e3d-ffc7a854ff25,16.7,3.23,15.79,0.28
instance-30976f14-55b1-4366-9393-cfab836259f5,3.2,3.23,2.44,0.24
instance-35d28d78-673c-404b-ba0d-2092588b5afc,1.28,3.23,1.06,0.07
instance-3ab33ed9-0fcd-46bd-96c7-b1e8efa32760,7.51,3.23,6.9,0.19
instance-3b232534-9e6a-4a74-b63c-c2203d348bdb,1.59,3.23,1.44,0.05
instance-42046051-1e23-4f29-ab30-8fe4ab4da58d,5.24,3.23,4.52,0.22
instance-515fa6a8-edc8-4819-92f6-cd712aa23937,11.79,3.23,7.45,1.34
instance-5cf28511-e2d7-4af6-afce-cd93112ec7ce,8.91,3.23,8.3,0.19
