instance,actual_cpu,pred_low,pred_mid,pred_high,action,risk,monthly_savings
instance-24842a85-1af6-4544-a4a7-d2f41f8ee3e8,15.025,6.627265,13.384236,16.968466,downsize,moderate,1.1977574748992923
instance-2487702d-de1a-47b0-8dc5-ce2de557c25d,3.548333333333334,3.3938775,3.559084,4.1199574,terminate,risky,0.0
instance-2487e66e-5563-4e04-a4de-65175c86892c,17.688333333333333,10.097975,15.000489,18.848381,downsize,risky,1.9621261918385817
instance-2488ad21-6038-4120-aa2c-32092a535c47,17.875,9.794984,15.303642,18.467236,downsize,risky,1.8770911407470705
instance-248b01a7-dc8f-40db-b319-4af4b85fddb0,2.3533333333333335,2.065814,2.4576838,2.6240427,terminate,moderate,0.0
instance-248c4abc-1dd4-470d-b575-55986a03b75e,1.3966666666666667,1.2945167,1.9374526,1.7261224,terminate,safe,0.0
instance-248c6447-6103-45d9-b332-3a42238c7050,15.90333333333333,8.614796,14.348417,16.902304,downsize,moderate,1.135088717397052
instance-248e29ca-d614-481e-84ce-7a910e8723ed,12.561666666666667,6.285447,8.33307,10.700961,downsize,safe,3.0868757116953534
instance-24939f8d-ba8e-4939-ac06-0b93b6cb2cde,9.815,2.2110398,4.781072,6.7191367,downsize,safe,3.674767337989807
instance-24941961-be5b-49b6-bd76-5aa7a627a718,6.406666666666666,2.5670133,4.1609755,6.517988,downsize,safe,1.6393545836130774
instance-24957ec3-2405-4c18-a43e-f5ab717b39ff,8.506666666666666,4.1817155,8.344181,10.020507,downsize,safe,0.11861449228922473
instance-249637db-d668-4924-83e8-486a1251ef79,0.48333333333333334,0.39506096,1.6158414,0.6888388,terminate,safe,0.0
instance-24972d9e-c3f3-4324-ae67-5e3ef1854d20,6.43,5.740253,6.616107,8.189006,downsize,safe,0.0
instance-24992d34-3bb6-40e9-9f2a-9f5d20efdad8,3.233333333333334,2.7006915,4.258616,4.9593096,terminate,risky,0.0
instance-249995c6-0e25-4726-b7ad-0422c8db1351,8.728333333333333,7.2260857,8.750102,11.602714,downsize,safe,0.0
instance-249b409f-cba9-4b6b-9eea-b7eda14eb706,3.0016666666666665,3.0009646,3.2378917,3.4659927,terminate,moderate,0.0
instance-249b921b-6c29-44c2-bb23-568c096ebe1c,2.125,2.0992599,2.5440161,2.738584,terminate,moderate,0.0
instance-249cb60a-dda2-4864-8975-51b8d78e188b,3.3349999999999995,2.0453517,2.6215198,2.8086977,terminate,moderate,0.5208405430793759
instance-249ec561-3379-48a2-8cfa-921c4de5d240,0.34,0.27294025,1.6158414,0.7131032,terminate,safe,0.0
instance-249ff69e-23a7-4d36-91a2-0aed47bada0d,3.403333333333333,3.037454,3.4007714,3.4235787,terminate,moderate,0.001870226319630608
instance-24a014a6-aafc-4397-919a-a0d7620fcbc0,3.0100000000000002,2.6704342,3.021381,3.2786515,terminate,moderate,0.0
instance-24a02594-0243-448e-adaf-9bb062e4336e,12.936666666666667,12.233471,12.80965,14.628479,downsize,moderate,0.09272185923258518
instance-24a175b3-c941-4885-b3b5-b719883cdf27,7.526666666666666,6.002458,6.777852,8.650011,downsize,safe,0.546634664026896
instance-24a39232-63d5-4ca3-985a-ed1cd99ed44e,4.2683333333333335,4.0808625,4.625701,4.984936,terminate,risky,0.0
instance-24a4819d-acea-49fc-ad96-cb3ff1bbb4b7,7.0183333333333335,5.7819724,6.8415184,8.840609,downsize,safe,0.12907489980061865
instance-24a4d792-6b87-4d25-9b10-de8538a743ec,17.326666666666668,5.6572366,14.639843,17.943764,downsize,risky,1.9613812861124684
instance-24a5f9fd-28ad-4d8d-a2e3-9b6ef55f2034,6.923333333333333,5.704212,7.2178707,8.909251,downsize,safe,0.0
instance-24a743f7-e390-4975-a1cf-83ef32d46891,3.5133333333333336,3.3985064,4.3329077,4.9179273,terminate,risky,0.0
instance-24a7bea8-5d38-45ef-8342-45e4684914cf,3.666666666666666,3.442651,3.4957094,4.0136,terminate,risky,0.1247987906138098
instance-24a88ae0-fd71-4ca1-be4b-6b1672a4461f,9.346666666666666,1.9814904,8.706002,17.126783,downsize,risky,0.46768503481546975
instance-24a8fa85-9acb-4992-9dc7-819d8478f41b,18.145,5.5413,8.734796,10.266573,downsize,safe,6.86944923362732
instance-24aa0ae8-3540-404d-9a0a-1d33d56b5554,4.161666666666666,2.1637423,3.6831667,4.538258,terminate,risky,0.34930494476954105
instance-24abee6e-c45b-4073-af43-8adaf662c2b0,26.555000000000003,8.17631,14.70018,17.504211,downsize,risky,8.654018560791018
instance-24ad6650-cc65-40a3-bc1b-0015728a9016,8.311666666666666,5.689611,8.836192,12.889815,downsize,moderate,0.0
instance-24af25a5-836f-4ea4-9fd8-522f4eee7894,36.16166666666667,4.5267344,8.928085,11.484712,downsize,safe,19.88051437784831
instance-24b22b98-5eb5-4652-82d3-543e7ccd1f0e,16.366666666666667,13.7809725,15.349169,17.620443,downsize,risky,0.7427734591166182
instance-24b6a53f-9b97-4798-aec2-6238fb725a9c,10.35,8.069836,9.860012,13.58992,downsize,moderate,0.3576912002563474
instance-24b82155-9f40-4fcd-a094-378a94b37266,6.612500000000001,8.19497,16.367043,18.811638,downsize,risky,0.0
instance-24b95468-d592-4783-9580-2b4839f26502,16.2,4.1429,14.180892,17.6611,downsize,risky,1.473948846817016
instance-24b99bb8-e308-4b17-81af-167294a762fb,8.888333333333334,5.1418552,8.734796,10.248929,downsize,safe,0.11208256696065289
instance-24bdd6df-5141-4091-9821-c93dcd7fd951,0.9833333333333334,0.8393686,1.9374526,1.4604821,terminate,safe,0.0
instance-24bf035e-0096-4957-816d-eee7d0ec0ae1,16.026666666666667,14.037054,15.341934,17.857641,downsize,risky,0.4998546976725265
instance-24c06e15-c871-4f1a-ab4c-1e1d66b17515,14.89333333333333,11.664505,13.416589,14.558073,downsize,moderate,1.0780235215504945
instance-24c207b2-9d1a-4c69-b843-937319c8068a,3.5349999999999997,3.4606647,3.5786028,3.8003416,terminate,moderate,0.0
instance-24c2dafd-6570-46cc-9185-44e9b920e7a9,4.118,3.577582,3.9299054,4.5245147,terminate,risky,0.1373090473556521
instance-24c364e1-07f5-4155-8c3e-0757c09d4522,3.3850000000000002,2.7708397,4.258616,5.4208727,downsize,safe,0.0
instance-24c458e0-fd8c-484f-ab26-a28e70546e5e,13.463333333333333,6.385758,12.8890505,16.663284,downsize,moderate,0.41922648022969533
instance-24c6c492-3599-4205-8a50-711a4ae6388d,2.9466666666666668,2.7012641,2.8349638,3.244596,terminate,moderate,0.08154309374491381
instance-24cbaf2e-f863-498a-9675-c6b85646cf0b,10.245,5.446666,10.190957,13.046297,downsize,moderate,0.03945133934020939
instance-24cee57b-29b5-45de-81f0-cf05ced51ef3,7.343333333333333,5.7014832,6.918429,7.984411,downsize,safe,0.31018023789723675
instance-24cf91b3-ae4a-4817-b18c-a4e0a499cafe,1.195,1.4177029,2.7230544,3.2934637,terminate,moderate,0.0
instance-24d02058-64f0-47a3-9b06-7190385afa2b,6.638333333333333,5.7028613,6.1951213,7.4455986,downsize,safe,0.32354479287465376
instance-24d0ea0f-f255-4abe-baa3-aeb080527d9e,16.055000000000003,5.9646373,13.608389,17.65135,downsize,risky,1.7860261024475124
instance-24d229f5-7793-474e-98c5-2b764010de5f,15.663333333333332,6.250531,15.049105,17.523989,downsize,risky,0.44838690923054936
instance-24d2c983-33e9-4ece-a9c7-235d52d15798,3.525,3.4214196,3.559084,4.151649,terminate,risky,0.0
instance-24d345bc-cec6-4396-bbf5-61420ee8e8e4,0.6549999999999999,0.6227833,1.6158414,0.987886,terminate,safe,0.0
instance-24d3541e-4caf-4ea2-87e0-eb9b555da5b2,8.196666666666667,5.6852517,8.137355,9.605065,downsize,safe,0.0432976256052657
instance-24d359f8-0a7d-4a99-81af-53a99d10e32b,2.235,1.6208313,2.4784038,3.2062807,terminate,moderate,0.0
instance-24d3eacd-64cc-4b43-9392-9e6502f55b3d,2.066666666666667,1.9144402,2.2955892,2.5620055,terminate,moderate,0.0
instance-24d624fd-67d9-4b9f-ac29-a52a8159603f,8.235,7.3859234,8.750102,11.515613,downsize,safe,0.0
instance-24d696ac-c5ff-4271-931f-9eca4e8b9ca9,19.971666666666668,9.602272,13.107357,18.99925,downsize,risky,5.010946038309734
instance-24d8963b-e54b-498a-8632-dd520953114a,12.22,10.801784,12.80965,14.4618225,downsize,moderate,0.0
instance-24d9595b-921c-4fa7-ad60-35f4fbbd6d3f,18.318333333333335,14.354425,15.925862,18.791098,downsize,risky,1.7465038453420016
instance-24d97f8b-7af0-4411-840f-517816c252db,7.673333333333333,5.9381285,7.4710617,9.643114,downsize,safe,0.14765828755696583
instance-24da23c2-afbc-4ffb-9813-aeed052cb85d,5.1899999999999995,8.431567,12.422162,16.884253,downsize,moderate,0.0
instance-24db134e-3960-4f2e-8d94-53299b6c1779,14.784999999999998,9.16689,15.773108,19.747849,downsize,risky,0.0
instance-24dcb35c-32d4-41cd-96d7-723bf571f57c,2.683333333333333,2.3802402,2.580978,2.8644402,terminate,moderate,0.0747194541295368
instance-24de3d02-2a5f-42f0-a579-9752262561be,9.536666666666667,6.275061,8.34523,10.403836,downsize,safe,0.8697486918131514
instance-24de6270-785a-41c9-9328-abef348e8ee5,1.4416666666666664,1.1277475,2.4058366,2.9152987,terminate,moderate,0.0
instance-24dfb8a3-1f4b-4fb3-a4df-237152d56c3f,3.546666666666667,1.8975812,3.3985405,4.6137547,terminate,risky,0.10813210398356134
instance-24e0938f-617a-47d6-88fd-c3c499cb0d3d,6.920000000000002,4.7821436,9.337517,11.484172,downsize,safe,0.0
instance-24e32db5-c08d-467d-8f3b-081dac48af4f,1.005,0.8973743,1.9374526,1.6098634,terminate,safe,0.0
instance-24e64a24-c4b3-444b-94bb-bf2c702022f6,2.46,2.519265,10.533034,15.323785,downsize,moderate,0.0
instance-24e969a1-5a92-4edc-ba31-e29240689822,1.86,1.3644317,2.1680837,1.7622044,terminate,safe,0.0
instance-24ea0ebb-777a-49a4-a6ea-754243f95bf0,10.715000000000002,4.306046,5.3375626,7.2690854,downsize,safe,3.9255293304443377
instance-24eb4772-a4b1-4ded-9798-fb3947bd1b12,4.425,2.0544133,4.4497867,6.0996985,downsize,safe,0.0
instance-24ee9c8a-4df3-4b9e-8c34-e404bdb2024a,8.481666666666667,2.1673746,5.5645156,10.308008,downsize,safe,2.1295202854792286
instance-24f077f4-7b6e-44ca-ab68-b1b00ab502c8,10.636666666666665,10.626015,11.170258,13.5975,downsize,moderate,0.0
instance-24f19780-f321-4647-975a-805982e9eb03,8.781666666666666,4.5389557,8.344181,9.945364,downsize,safe,0.31936449228922503
instance-24f2f421-4980-432f-a9fa-c23e929913c0,2.9916666666666667,1.8584247,2.8093867,4.0561724,terminate,risky,0.13306435362497968
instance-24f4d162-9255-4138-86d5-02aa50f6c09e,7.945,6.505811,8.4954,10.283109,downsize,safe,0.0
instance-24f7e771-140c-482f-bc3b-b8d1039a52d4,3.731666666666667,3.3886652,3.7455397,4.538828,terminate,risky,0.0
instance-24f904c7-087c-4279-99a6-5ae597f67186,0.15333333333333335,0.08298756,1.6158414,0.21091859,terminate,safe,0.0
instance-24f9b3c7-1a31-456d-b6a6-fe200b829f64,2.61,2.256843,2.755818,3.3313823,terminate,moderate,0.0
instance-24fbe428-6384-4e21-a087-94c70a629324,16.576666666666664,2.3468542,9.725817,16.806917,downsize,moderate,5.0011204561869285
instance-24fd40e1-4b78-4a4b-bc19-1b8f17addaa5,2.8949999999999996,2.3206782,2.898379,3.76591,terminate,moderate,0.0
instance-24ff6806-77c2-46b5-a263-ddc84a972359,9.055,7.563584,9.005216,12.26435,downsize,moderate,0.036342579269408974
instance-24ffe585-cd28-4f04-9dae-241a3583c25c,4.02,2.8633878,3.670921,4.4685793,terminate,risky,0.254827606296539
instance-2500ef24-f8c1-4df1-accd-0582bc550e12,2.2783333333333333,2.454457,2.77229,3.114116,terminate,moderate,0.0
instance-25030a41-5cea-4173-b804-bff3fb355b83,16.855,7.2552586,14.917102,18.01396,downsize,risky,1.414665642166138
instance-25033f73-56f4-44e1-92bb-9f9d301aeef4,16.628333333333334,11.915897,14.716098,16.878984,downsize,moderate,1.3959319161732995
instance-2503708e-654e-44f0-a860-979479eda5f9,3.145,1.7682664,4.9932165,6.5685153,downsize,safe,0.0
instance-25059440-4cd3-4925-92df-47b1322c8e4a,4.053333333333334,2.983361,3.4090462,4.1318574,terminate,risky,0.4703296269734703
instance-250632ac-413b-40f4-bd97-e5e48b4d3c48,2.87,1.8849449,8.972095,17.188232,downsize,risky,0.0
instance-2507f943-bca1-47ee-b751-a7e98b303c0c,3.72,3.171051,3.9727638,5.4394,downsize,safe,0.0
instance-2509c777-b1dc-49cf-8a6a-21aadfcd4ed1,12.798333333333332,12.219802,12.86032,14.81056,downsize,moderate,0.0
instance-250cb533-ffbd-4ac3-9b32-beb0ae5c9bdd,13.480000000000002,11.88953,13.575227,15.588198,downsize,moderate,0.0
instance-250eb714-7002-4250-a150-1251e9214fd4,1.2016666666666667,1.0570493,1.9374526,1.4823817,terminate,safe,0.0
instance-250ec447-ca6d-48cd-bb1f-6d6c485e9918,7.658333333333332,4.780895,8.445667,11.440376,downsize,safe,0.0
instance-250f2a32-72de-4113-8331-2b193baa4915,6.843333333333333,4.850558,5.782391,7.7660446,downsize,safe,0.7744878512700395
instance-25104e7c-ab18-41c3-826f-d45ccac9f874,13.84666666666667,12.157696,15.995677,19.315805,downsize,risky,0.0
instance-2510c566-b1e7-490e-bc90-3dd97b8c18b6,3.0500000000000003,2.7712517,2.9124675,3.4056695,terminate,moderate,0.1003987398147585
instance-25157d41-42fe-45bd-9e7a-700cb98ac580,17.389999999999997,11.745326,15.84441,18.84486,downsize,risky,1.128280741882322
instance-2515f749-6c5d-4d99-b1c8-026461eb39a2,1.4883333333333333,1.0802996,2.25247,2.8111045,terminate,moderate,0.0
instance-2516296a-f354-4500-97b4-e1e1e02fa45f,15.573333333333332,10.787972,13.930302,16.363258,downsize,moderate,1.199413116963704
instance-25172324-baaa-4282-a289-6ec3bf16fe6f,25.453333333333333,17.932068,24.521467,28.5629,review,n/a,0.6802622708638508
instance-25192106-b9bf-4f05-9f05-8eebf33cdffd,0.975,0.8302383,1.9374526,1.4628745,terminate,safe,0.0
instance-251c6534-4aed-46a0-bcf9-90a140931660,40.76,3.8433292,6.002406,7.35733,downsize,safe,25.373043532180784
instance-251cf5ed-aafb-495b-9bce-e56388447955,7.048333333333335,4.910269,5.8773293,7.6759634,downsize,safe,0.8548329081853241
instance-251d1f68-11da-4ca9-b5dd-227aa0da35bc,15.443333333333335,9.600312,14.777275,17.530413,downsize,risky,0.48622252095540497
instance-251dffb4-5a7f-4776-a76c-e55f1109bae3,6.468333333333334,4.928084,5.7367535,6.711278,downsize,safe,0.534053304799398
instance-25210581-bbfd-4610-82c4-3cf52361223d,2.73,2.5786366,3.983861,4.264116,terminate,risky,0.0
instance-252268f0-c839-4748-ac5b-a5eca31b1bf7,16.648333333333333,7.881236,15.595806,19.59644,downsize,risky,0.768344864400228
instance-252379d6-fdbc-488e-ab34-9ab6254a23b1,0.8183333333333334,0.5396361,1.6158414,1.8338534,terminate,safe,0.0
instance-252380f6-94cb-48c1-b39c-aae411db8414,6.001666666666668,3.6639168,4.657958,6.636074,downsize,safe,0.9809073042551685
instance-25246380-8d9c-4f9f-afd6-59331dd258cb,2.5799999999999996,2.3308246,2.602895,2.8433168,terminate,moderate,0.0
instance-25249569-6b67-4363-9712-00176416c9cd,12.836666666666666,9.01114,11.273983,16.988724,downsize,moderate,1.1407590754191075
instance-2525d25e-9a1c-4f4d-a48d-a845a72c8b31,13.223333333333334,10.465572,14.7898245,18.513662,downsize,risky,0.0
instance-25278907-9fca-4906-a1ca-6cbd78a154a0,3.5759999999999996,2.482991,6.4696913,8.624143,downsize,safe,0.0
instance-25296271-15bc-414c-9e0d-71b66bbc43e0,3.4899999999999998,3.185338,3.2486491,3.754128,terminate,moderate,0.17618614215850814
instance-252bad77-7b52-451d-93ea-ffd086633233,1.5733333333333333,1.4272087,2.4002078,2.5299678,terminate,moderate,0.0
instance-252c14eb-bd2c-4a8b-a2f2-7f7e06caebb1,7.631666666666668,4.450014,6.7714324,9.296415,downsize,safe,0.6279710148493456
instance-2531a710-08aa-4570-b32e-d740219c9c21,6.359999999999999,4.1617994,8.344181,10.053505,downsize,safe,0.0
instance-25322aaf-58b1-4604-95a9-4435c01922a4,2.4433333333333334,3.9654105,8.224805,9.732,downsize,safe,0.0
instance-25325a05-53e0-4217-8803-d265ae47d793,3.1733333333333333,5.201096,13.821426,16.802418,downsize,moderate,0.0
instance-25343b80-2660-4ca2-a755-b5109aa18e47,7.07,7.615145,14.460096,16.89531,downsize,moderate,0.0
instance-253458df-c639-4d4c-a3e8-ca931ec0eacf,0.47333333333333333,0.39642084,1.6158414,0.7950963,terminate,safe,0.0
instance-2534fd71-d234-468f-8f11-e2d986dcc8dc,11.229999999999999,10.88099,11.170258,13.832523,downsize,moderate,0.04361197509765527
instance-2536a984-b40d-47f7-8de3-f67a6720be02,3.9783333333333335,3.6546974,4.0427732,4.8821983,terminate,risky,0.0
instance-2536a9ce-0664-455c-8773-856627bdbee4,13.696666666666667,10.50767,13.416589,15.001354,downsize,moderate,0.20445685488383017
instance-2536c5cd-9afe-4ed6-9a13-89e1e1d85ba8,13.943333333333333,5.3692937,12.59149,15.786383,downsize,moderate,0.9868457852681478
instance-2537cbc3-bf1e-4bf4-8c2f-ea8cbc406360,18.106666666666666,12.423434,18.600359,21.160896,review,n/a,0.0
instance-2537f8c9-f033-45ac-bd9d-fbe9e804a4cc,3.1833333333333336,2.9571748,3.0988846,3.319104,terminate,moderate,0.0616475880940757
instance-2539f70c-4c96-48f0-a7c9-db49598a3503,2.7900000000000005,2.672257,3.670921,4.5877123,terminate,risky,0.0
instance-253ce6bd-f621-4983-8e0a-b566c8b27d2b,1.651666666666667,1.4999695,3.6178925,6.797563,downsize,safe,0.0
instance-253f33c6-b618-43e8-b5ac-27722f8b0e17,0.63,0.51390624,1.6158414,0.8035467,terminate,safe,0.0
instance-253f3949-a17f-43ec-ac9f-df8140122f63,6.816666666666667,7.6691046,14.300484,17.402988,downsize,risky,0.0
instance-253f870f-4375-4193-b112-04b898d834c3,19.83,9.744731,19.217829,22.925655,review,n/a,0.44688501205444214
instance-253f92b7-3355-4bc4-a5b3-7d49d2b0cedc,7.166666666666668,14.769638,15.925862,19.306232,downsize,risky,0.0
instance-253f9e53-210c-41e6-8936-56658f0606b8,1.39,2.2164629,4.1561823,5.8480425,downsize,safe,0.0
instance-25407b68-2fcd-4703-aab0-67f98cc04c5d,2.6183333333333336,0.08110296,8.3613825,12.165409,downsize,moderate,0.0
instance-2540aff4-7041-4955-a636-27f8e68d7d80,5.555,4.1991425,6.044078,8.915071,downsize,safe,0.0
instance-254168dc-a656-490d-bd04-3d53579f50f8,2.4716666666666667,2.3244941,2.4408004,2.8509085,terminate,moderate,0.02253235394159954
instance-2541b862-c8db-47f5-b44e-0840e29835b3,2.445,1.3820714,2.3247886,2.2522264,terminate,moderate,0.08775434360504139
instance-2543273a-69d0-44af-8741-9152d5115bc0,2.0900000000000003,1.9287239,2.4576838,2.5760603,terminate,moderate,0.0
instance-25436d59-2af0-43bd-8cc3-fc1660b8dc2f,1.2966666666666666,1.2611501,2.247285,1.8298577,terminate,safe,0.0
instance-2543bea8-09ed-4f42-8235-4f84b6db49f7,7.2299999999999995,5.558607,7.098495,8.763124,downsize,safe,0.09599864521026577
instance-2543d793-0fe4-40a5-932d-74bc436db4ec,14.678333333333333,6.4608545,12.945985,16.956724,downsize,moderate,1.2646143998463946
instance-25447f2f-33ce-42d4-9bfd-27f1249fc3cd,1.4733333333333334,1.3184223,1.9374526,2.521278,terminate,moderate,0.0
instance-2545361a-609b-4235-8862-2bbe036c83cc,7.717499999999999,8.783322,14.423016,19.8313,downsize,risky,0.0
instance-254575b0-d4b0-42a7-93ac-b4452a9dff66,3.018333333333333,2.8349795,2.9124675,3.2163217,terminate,moderate,0.07728207314809145
instance-2545927a-38c2-4142-8d46-9f870506b789,5.5200000000000005,4.059169,4.7528963,6.6559453,downsize,safe,0.5599856945037845
instance-2547d89f-41ce-4b87-a088-41a0e89c4a82,1.8733333333333333,3.9749885,7.767167,9.217594,downsize,safe,0.0
instance-25482a18-d894-4af8-82b3-5e830dc8118d,15.771666666666667,8.642243,12.820236,17.386372,downsize,risky,2.154544236246745
instance-2548403b-75df-43f1-8e46-5c944a90f065,7.335000000000001,5.9951234,6.5731254,8.062731,downsize,safe,0.5561684854507453
instance-254bfc25-d482-4beb-a55d-115a1d84e9a3,10.736666666666666,6.871269,10.2571335,14.683009,downsize,moderate,0.35005922342936174
instance-2550191d-8c6c-4bea-98da-3c9adfcea31c,7.8875,6.846551,15.141836,18.41256,downsize,risky,0.0
instance-2550b5b9-746a-443a-acbd-8f59a1b72a37,2.73,2.3070488,2.6803987,2.9033697,terminate,moderate,0.036208947086334216
instance-2550dfb1-3bba-47f7-b4e2-a9929d238f43,16.886666666666667,11.653853,16.14215,19.403273,downsize,risky,0.5434965250651043
instance-2554b43e-8f3a-4e65-b782-598a49bbe430,4.763333333333333,4.229102,5.086293,5.7403913,downsize,safe,0.0
instance-2556484a-1534-47ab-9f44-783db3f5c094,16.278333333333336,8.805175,14.435817,16.964216,downsize,moderate,1.345037095006309
instance-2557e130-7b89-4e5a-81c4-9201e1c802f0,2.7783333333333338,2.6209228,2.7520704,3.054384,terminate,moderate,0.01917192166646353
instance-2558050f-2308-44b8-bf60-9325039ade61,7.076666666666668,4.7286243,7.8079457,9.77108,downsize,safe,0.0
instance-2558440f-25b9-41e9-a061-841669417976,0.3066666666666667,0.24695401,1.6158414,0.47098377,terminate,safe,0.0
instance-2559b221-0506-42f2-b6d8-32519884271d,13.536666666666667,10.442628,13.18773,14.854892,downsize,moderate,0.2547238867441816
instance-2559f23a-d6fe-4873-a3e0-c4e6a13867b0,1.4649999999999999,1.2764373,2.247285,1.9510574,terminate,safe,0.0
instance-255b6930-5116-4345-8cd7-7ff0b2e38621,0.9,0.79147196,1.9374526,1.5600122,terminate,safe,0.0
instance-255be8aa-ff19-436a-88b3-b8580121284e,2.9966666666666666,2.3317804,3.9913166,5.3216543,downsize,safe,0.0
instance-255cd0b4-128a-43b6-8e12-2168e45a514f,7.085000000000001,4.7622094,6.5955386,9.102863,downsize,safe,0.3573068101882941
instance-255ee3b8-8b04-4233-b19b-8993ed31ebb6,4.301666666666667,4.0874968,4.625701,5.028912,downsize,safe,0.0
instance-255ffa0c-5bd5-4ecb-8a6a-0207725615d9,9.475,4.033066,5.8159866,10.955836,downsize,safe,2.6710797576904293
instance-2561af64-4f1f-477b-b92f-c7d0ed37105a,2.485,2.0783033,6.5618744,7.069558,downsize,safe,0.0
instance-25637e23-08dc-41b5-ad3f-e30c8346fccc,21.121666666666666,20.531136,21.42622,23.492456,review,n/a,0.0
instance-2563ab47-eaea-4bee-bfee-3580a9e0c53b,14.540000000000001,8.310342,12.121965,15.903365,downsize,moderate,1.7651652519226082
instance-25655382-cb51-4ed7-a5be-4dd3658f51f1,4.661666666666666,3.6762161,3.9299054,4.468932,terminate,risky,0.5341857140223182
instance-25668e18-9260-4a7d-992d-0848990e5885,9.401666666666666,6.2882543,8.811926,11.359343,downsize,safe,0.43051076838175373
instance-25673307-dcc2-4f9a-ad96-0b6e48790ea1,6.646666666666666,5.933308,6.4832196,7.4835925,downsize,safe,0.11931634146372401
instance-25689b8c-0b10-4394-a4d2-3d5727561070,4.9750000000000005,3.850102,4.595384,5.346567,downsize,safe,0.2771195917129521
instance-256afa80-0f53-45e3-917e-37a4e0cf265b,17.17,5.641393,13.342445,17.21842,downsize,risky,2.794114877319337
instance-256b8262-a9e4-411d-9ae5-c6a73d4313a6,4.73,1.8777506,4.007914,6.0752597,downsize,safe,0.5271227315902713
instance-256d88c1-3894-4210-b85c-0b5555a8ad4e,9.976666666666667,6.858852,10.522941,14.84955,downsize,moderate,0.0
instance-256da4d3-908c-40d5-b288-e45c7d6667e1,47.51,5.01511,8.121527,12.368016,downsize,moderate,28.753585495758053
instance-256e2be0-1c80-41ac-9a6b-379771401fda,9.718333333333334,8.863098,9.798632,13.71,downsize,moderate,0.0
instance-256ef62e-f257-44f8-9e7e-d685f817b7d2,16.855,11.7291155,15.059576,17.310665,downsize,risky,1.3106594947814945
instance-256f0526-1e42-4a9f-9299-323e26d3117a,2.55,2.3840744,5.8798704,2.7557256,terminate,moderate,0.0
instance-256f90d9-d007-445b-9cc3-c48a0abdf972,3.8249999999999997,2.7624059,4.1319437,5.83626,downsize,safe,0.0
instance-2573d95d-e1ab-4a06-b4ec-0ee86c214fa6,23.150000000000002,16.122257,17.7766,24.878513,review,n/a,3.9225820846557635
instance-257446fe-a426-4e3c-b552-ce1efcc348f6,3.766666666666667,2.9342303,4.918068,7.046924,downsize,safe,0.0
instance-2575c8d4-6536-49e5-9ee0-45ee4d9a51e9,12.549999999999999,7.9353127,11.30497,15.241487,downsize,moderate,0.9088720550537102
instance-2575f535-c097-4f3b-9923-ce681d8218c2,16.041666666666668,5.737487,15.841069,19.39169,downsize,risky,0.14643613497416266
instance-2576e62d-6dd8-4731-94cf-2a9f6e521b45,15.151666666666669,12.066408,14.300484,15.994207,downsize,moderate,0.6213635630289731
instance-257ca6e1-4f6e-4356-87de-08507aa61509,1.5716666666666665,1.937436,2.2955892,2.561744,terminate,moderate,0.0
instance-257e842a-7896-4928-a3ba-80009378e6b3,15.114999999999997,5.416745,13.799253,16.883179,downsize,moderate,0.960494971466062
instance-25808a49-74e3-4526-a32d-553de342299c,8.003333333333332,6.304096,8.201498,9.838568,downsize,safe,0.0
instance-2580a505-9c46-4500-bbf7-97f6dd57a0f0,8.223333333333334,6.966968,15.574295,36.57265,review,n/a,0.0
instance-25821152-1fdc-43e2-a70e-a85d9a67c130,2.8649999999999998,2.4849489,2.9878867,3.474812,terminate,moderate,0.0
instance-2583fccd-f9dc-4ebc-8879-674417d6ce83,13.06,7.7040257,12.398825,14.940008,downsize,moderate,0.4826579750061039
instance-2584430e-1c2e-4d3b-a128-d14aabccfe3d,10.068333333333333,7.810319,9.321735,13.192163,downsize,moderate,0.5450165044148763
instance-25864093-a7d8-4e07-98e3-5efcfa14307f,3.653333333333333,1.7577847,10.448877,17.09373,downsize,risky,0.0
instance-25885f9d-8f5d-4983-bac7-e29446a32cb2,9.52,9.349061,15.497279,18.04785,downsize,risky,0.0
instance-2588dfe1-a65d-445c-a482-ec193d8bcdb5,1.9733333333333334,1.8005953,2.3794878,2.1057448,terminate,moderate,0.0
instance-25891f20-dbaf-47e3-81f4-f0f0c09d41cc,14.155000000000001,6.502749,12.945985,17.004002,downsize,risky,0.8825810665130625
instance-2589398a-dfa8-45e8-97b8-2dcb9f205b15,12.553333333333333,9.940726,12.80965,14.3047905,downsize,moderate,0.0
instance-258b015d-7b85-4e32-8a9f-1ea511f140f1,4.21,0.5445102,5.197098,11.280902,downsize,safe,0.0
instance-258ba842-3a01-4d31-a214-8298b5c5cead,2.6533333333333338,2.4589744,2.8349638,2.9661808,terminate,moderate,0.0
instance-258c2ac1-781f-4371-b79a-8f6c2d75d358,6.425,5.6883287,7.0230756,8.429494,downsize,safe,0.0
instance-258cd45c-b415-4311-be85-ea646a7a8bae,5.931666666666666,5.3942013,6.0058713,7.02713,downsize,safe,0.0
instance-258cf9ba-2673-43ba-8f96-d7522d853f7f,5.636666666666667,5.9182534,8.470699,11.110824,downsize,safe,0.0
instance-258f2e39-5f5e-4dba-8bbc-15f32d30b947,4.0183333333333335,3.2978094,3.835768,5.0433097,downsize,safe,0.13327270472844457
