instance,actual_cpu,pred_low,pred_mid,pred_high,action,risk,monthly_savings
instance-a5b25c46-6a42-4480-ad57-50e72d48ae4e,11.053333333333333,7.459971,13.038555,18.548418,downsize,risky,0.0
instance-a5b3e22e-a5e4-4f9d-a097-1ba8c9f23997,1.3099999999999998,1.0827281,2.0995471,1.9993006,terminate,safe,0.0
instance-a5b59daf-0308-42fe-9224-09afce6ebc3a,1.3816666666666666,1.2056156,3.0511699,5.2837424,downsize,safe,0.0
instance-a5b62854-4e25-4f78-87c6-c111ca51857a,2.5083333333333333,2.3046536,3.3652966,3.6548479,terminate,moderate,0.0
instance-a5b91284-2f62-402f-960c-e2e4473d6306,3.0883333333333334,3.16308,3.2378917,3.7950916,terminate,moderate,0.0
instance-a5b96da7-1216-45e4-ba35-5a89f26ab7ae,2.7616666666666667,2.4739623,2.8349638,2.9447095,terminate,moderate,0.0
instance-a5b9b957-4bd9-421a-9e3c-627130ecfc04,11.898333333333332,10.4494915,11.247388,15.058943,downsize,moderate,0.4751901765187569
instance-a5ba2dd0-a286-4c52-a5bc-daa175e0295b,9.27,4.768459,8.11269,10.502046,downsize,safe,0.8448363204956052
instance-a5ba85d2-39ae-4951-b5fc-6f743d28b2d7,1.575,1.3730218,2.0851903,1.7573521,terminate,safe,0.0
instance-a5bb3f0e-5897-466b-be99-a408e7ecec6c,7.53,4.7198267,7.665857,10.342199,downsize,safe,0.0
instance-a5bbdf14-e01e-4ccf-9d2b-877ebcbb17e3,2.8766666666666665,2.553311,2.958707,3.2663717,terminate,moderate,0.0
instance-a5bc4a42-a207-45e1-a88e-4c81f857a019,3.526666666666667,5.2039223,15.885386,21.096462,review,n/a,0.0
instance-a5bd0d0f-ef92-4fc6-ba0f-ee2b277be445,14.935,9.8348875,11.545236,16.054441,downsize,moderate,2.474527987289429
instance-a5bd745f-c1bb-48a8-adcc-4823037aee04,3.1183333333333336,2.9099188,3.0988846,3.2974806,terminate,moderate,0.014197588094075732
instance-a5bddd7b-eac3-4552-9af5-00f519c1ce12,2.3766666666666665,2.1416276,2.4576838,2.6963186,terminate,moderate,0.0
instance-a5c0c3dd-6302-409e-b80d-6403c0e5cd0c,8.096666666666666,3.43508,8.487913,10.571171,downsize,safe,0.0
instance-a5c18091-1a6f-408a-a292-c1e1167e9da4,16.351666666666667,9.350217,15.482024,18.306213,downsize,risky,0.6348390059153238
instance-a5c1ab79-11ba-43bf-909b-2345bd23d39d,7.51,4.8178034,8.42131,10.781565,downsize,safe,0.0
instance-a5c38180-3ec7-4c6b-9cbe-bc54ea105984,7.666666666666667,4.782589,8.836106,10.916852,downsize,safe,0.0
instance-a5c53256-6cc1-411e-9784-a6641c9cd391,3.4716666666666662,3.378715,3.4007714,3.9020302,terminate,moderate,0.05175355965296396
instance-a5c6446e-4a4c-4071-a796-d7987d1f3dc0,3.1199999999999997,2.8574884,3.1743038,4.0336075,terminate,risky,0.0
instance-a5c6cf16-5242-4245-a185-8ce9710f1f5c,14.854999999999999,11.744184,14.182013,17.851707,downsize,risky,0.49128083267211814
instance-a5c8f48d-2011-4e11-9f29-12efcc8eb01c,3.31,3.245893,4.3470297,6.328163,downsize,safe,0.0
instance-a5ca4afa-b7ca-4de2-b922-ad6ad13b07c4,2.3633333333333337,4.542302,7.6539674,10.238332,downsize,safe,0.0
instance-a5ca936d-43d7-43cc-98e1-94544980309a,4.685,4.5994663,5.1617126,6.572879,downsize,safe,0.0
instance-a5cb571f-3d4f-4bb5-9096-2f7786363d46,48.38666666666666,33.765232,53.723557,74.3517,keep,n/a,0.0
instance-a5cdaf10-4ec1-473f-af37-cc417401f926,0.14166666666666666,0.10288686,1.6158414,0.39033908,terminate,safe,0.0
instance-a5ce4c0e-519d-430d-b129-687d90bc30f9,4.413333333333333,4.348914,4.8799796,5.6118155,downsize,safe,0.0
instance-a5ce62bd-51dd-4db0-9abf-0b4cec7c92e6,16.31,8.912299,14.315659,16.53884,downsize,moderate,1.455869244384765
instance-a5d15adf-0804-462a-ac25-bd889a4d22e9,9.79,7.748203,11.162954,15.278852,downsize,moderate,0.0
instance-a5d1d3a6-c1bd-44a2-89cb-8481cbda8d5b,9.331666666666665,6.3605194,9.1403,10.493861,downsize,safe,0.13969781481424862
instance-a5d3b607-aeab-4ad9-9869-ae5d5e4fa311,7.633333333333334,3.9667892,9.908359,11.783393,downsize,safe,0.0
instance-a5d40642-1082-4380-80ae-9473df8a9038,2.7533333333333334,2.8420744,3.160388,3.3886209,terminate,moderate,0.0
instance-a5d53d9c-ca8a-4e5c-8159-b74712a0810c,4.078333333333333,2.823634,3.4844654,4.3635836,terminate,risky,0.4335236200650532
instance-a5d5afc9-d3e2-4dbb-b463-f5b2ae37dd27,2.67,2.2973168,2.6803987,2.8617783,terminate,moderate,0.0
instance-a5d68bf3-c646-4ca0-9821-53295e6157d2,3.606666666666667,3.5129056,3.5786028,4.073078,terminate,risky,0.02048662935892759
instance-a5d6b325-fae9-4f82-9071-ce5fc3ecda17,2.063333333333334,1.7888726,2.2955892,2.5068195,terminate,moderate,0.0
instance-a5d6d1e8-3aba-4d4b-bee2-af2e638a80c7,9.895000000000001,6.304153,7.7793884,10.62701,downsize,safe,1.5443964477539072
instance-a5d720c0-0847-4080-b956-305cfa1360be,4.930000000000001,4.2768607,4.955399,5.944748,downsize,safe,0.0
instance-a5d74322-ef8f-4897-87a6-ccea26816abf,0.16,0.019344492,4.8754864,9.381493,downsize,safe,0.0
instance-a5d75059-36b7-49c3-b29b-50478c416b9c,3.2616666666666667,3.109614,3.2486491,3.6283655,terminate,moderate,0.009502808825175003
instance-a5d7b687-ef88-4bd8-ba76-494c97cd0b1b,3.69,3.5026925,3.6821651,3.9955406,terminate,moderate,0.005719443511962852
instance-a5d84c51-2250-4a87-a465-a806c20c8b53,13.853333333333333,10.303943,13.804542,16.64709,downsize,moderate,0.03561797421773287
instance-a5d91d47-4c2a-4472-9ad6-ec2bef8608b0,16.355,12.1656475,15.595013,18.477102,downsize,risky,0.5547907546997074
instance-a5d92c52-c73d-4f32-9c1e-93932d1ff8dc,14.754999999999997,1.70956,9.842325,17.113138,downsize,risky,3.586252596282957
instance-a5d9e7ec-2e10-42fa-89b6-f139b8f9fb64,14.469999999999999,13.463049,18.177229,31.698997,review,n/a,0.0
instance-a5da393b-3dc6-4a27-a190-aa79cf3f97fd,15.713333333333333,13.047911,15.349169,17.303276,downsize,risky,0.2658401257832842
instance-a5de6e30-b371-4061-b7f9-751072748feb,6.071666666666666,4.8596277,6.335121,8.114461,downsize,safe,0.0
instance-a5dfcb7b-da87-40ab-8178-bed2d85c0e58,12.641666666666666,10.07879,15.907076,22.802378,review,n/a,0.0
instance-a5e00594-ea6e-42de-968d-f448e114b60b,2.5633333333333335,2.486028,2.8205762,2.901247,terminate,moderate,0.0
instance-a5e129b6-f7cf-41fa-98d4-ed463fe694e5,15.361666666666666,5.6155367,12.529315,16.907019,downsize,moderate,2.067616720453898
instance-a5e1cc5c-e1b7-47e6-9ada-52143289969f,3.2566666666666673,3.2174015,3.0774946,3.4554553,terminate,moderate,0.1307955931345626
instance-a5e245d1-9811-4fbe-8407-b29686fbb466,15.751666666666665,8.276738,14.839797,17.350256,downsize,risky,0.6656648420969634
instance-a5e6fc28-9f3e-4f15-9e93-437c66bfec9a,11.996666666666668,8.541905,11.910895,16.504921,downsize,moderate,0.06261306292216075
instance-a5eb0c42-35bf-4407-b6a1-abcd5cf7282f,0.48500000000000004,0.39057192,1.6158414,0.68862766,terminate,safe,0.0
instance-a5f07af5-4dad-407a-bdbc-a0adfbac2d7a,3.1216666666666666,2.7317724,2.9878867,3.5346205,terminate,moderate,0.09765939957300818
instance-a5f10483-fc6d-4c76-94f8-df33f782deab,12.770000000000001,10.797837,13.416589,14.962634,downsize,moderate,0.0
instance-a5f267e9-c682-4a6c-aa8e-3b4f6c294b92,2.325,2.2974374,2.5440161,2.7325773,terminate,moderate,0.0
instance-a5f92be8-4ca7-4fc8-bc2f-57fdfc2f3b11,16.333333333333332,8.2852,15.126653,18.109793,downsize,risky,0.8808768494923901
instance-a5fa0feb-58a1-4967-8833-69547c9cc0ed,1.3783333333333332,1.1118629,2.8947058,3.5503244,terminate,moderate,0.0
instance-a5fad14a-f6aa-4c4f-8f60-39384c949a1c,0.6933333333333334,0.34994426,1.6987346,1.0090915,terminate,safe,0.0
instance-a5fc67d7-1950-4bbd-8fdb-1efd1b6b9af2,8.705,4.7107553,8.344181,10.274709,downsize,safe,0.26339782562255865
instance-a5fd90ad-e09e-4110-8ea6-79f3c4d12f30,3.3200000000000003,2.0697105,2.898379,3.6479597,terminate,moderate,0.30778326616287255
instance-a5fdec5f-bfd6-4902-9dcc-af297bc589d9,16.853333333333328,4.20795,11.276754,15.481245,downsize,moderate,4.070902636464433
instance-a5ffecb3-c49a-40a1-8e00-c312e012fe4c,26.444999999999997,19.7345,22.982128,33.041294,review,n/a,2.5278964553832983
instance-a601a968-d5f9-4fde-b14f-6f58527ea48e,5.046666666666667,3.1400194,7.18136,10.098052,downsize,safe,0.0
instance-a6023864-0a9a-4b9e-b403-8be89717f170,23.615,5.4952626,13.170613,27.940487,review,n/a,7.6244022991180405
instance-a603140b-e0ad-4529-994a-65f2b7ee1d2e,9.556666666666667,4.9698963,8.487913,11.114116,downsize,safe,0.7801900805155436
instance-a6039a22-1bfe-4010-b3f5-6f76ca829aca,15.686666666666666,15.540875,15.929467,18.761269,downsize,risky,0.0
instance-a6088040-685e-4208-9f17-d1ac7cd4c001,2.08,1.9867486,2.4576838,2.8161268,terminate,moderate,0.0
instance-a609a074-e5bc-428a-aa66-d9a75d7dce14,6.133333333333334,4.896266,5.368434,6.9185524,downsize,safe,0.5583765481313072
instance-a60bc605-1200-40eb-b5ad-2fee91e62406,10.866666666666667,4.1337914,6.206344,9.73526,downsize,safe,3.402035453478496
instance-a60d186e-a719-4a8e-b7a3-1c7be6e8c8c0,2.2933333333333334,2.178297,2.755818,3.3845856,terminate,moderate,0.0
instance-a60e4e22-aec4-4125-bd02-02cb0006fb1e,1.23,7.7131352,8.750102,10.951678,downsize,safe,0.0
instance-a60f175f-4aab-4eba-bfed-9e7d0face6a0,15.893333333333333,7.042904,15.236396,18.069746,downsize,risky,0.4795643731435135
instance-a6102e5e-5ae1-48c9-aab7-b34c755b7d48,2.47,2.5852578,2.9124675,3.119825,terminate,moderate,0.0
instance-a6104ac3-d330-498a-8054-1d3e080eec54,12.7,10.051222,14.300484,15.996563,downsize,moderate,0.0
instance-a6105ddc-5520-4051-8d18-85b7805c4285,2.1283333333333334,1.9011619,3.3652902,4.1278806,terminate,risky,0.0
instance-a610d06f-9773-41d7-a5ca-8084e7640b59,2.0749999999999997,1.9099901,2.2955892,2.4553382,terminate,moderate,0.0
instance-a612c72c-0181-4433-ad3e-23e071bdadca,10.225,2.325026,7.153787,9.163265,downsize,safe,2.241985390663147
instance-a6138358-5cb7-41b0-9ae5-154749a1b4a0,2.85,2.1011322,5.727847,8.922245,downsize,safe,0.0
instance-a613b47f-fc1e-4f4a-b5bf-03f89445d30a,8.44,6.1456666,7.7793884,10.423737,downsize,safe,0.4822464477539059
instance-a614543e-70ee-4a86-8db3-7e58713c7a71,5.326666666666667,3.3533647,3.4836648,4.1346064,terminate,risky,1.3453913983980816
instance-a615f748-cfb5-422c-b17d-5610033a08bf,2.151666666666667,2.2192144,2.4408004,2.7734547,terminate,moderate,0.0
instance-a6161798-14f4-4e84-80c4-968f59bc8416,7.8950000000000005,6.4987664,8.34523,10.223541,downsize,safe,0.0
instance-a61688f5-1b65-4094-b2c1-6d7f70f72261,17.018333333333334,8.011877,14.685343,16.983627,downsize,moderate,1.7030830975850433
instance-a6169827-1920-4939-85c6-58fe07afd776,3.5,2.9578626,3.823344,4.575283,terminate,risky,0.0
instance-a61731de-e92d-44bc-857f-0d59041be28a,13.525,8.519541,15.055968,17.153696,downsize,risky,0.0
instance-a61a79a1-2f2a-4161-a4e7-3169987ec7b5,1.1233333333333333,0.90408105,1.9374526,1.4891615,terminate,safe,0.0
instance-a61be98d-41d0-444a-a51e-df1416af5ac4,2.356666666666667,2.0517743,2.3819215,2.6143904,terminate,moderate,0.0
instance-a61da22b-f402-4b5e-8b2a-44516f28889d,3.31,3.0449502,3.1743038,3.896118,terminate,moderate,0.09905824785232549
instance-a61daaf2-a504-4290-8e5f-07e62236b477,2.2816666666666667,1.8753564,3.6960886,3.809871,terminate,moderate,0.0
instance-a61ebed1-55bc-4750-8e19-aab82aa2f359,3.748333333333333,3.584029,3.847012,4.1563907,terminate,risky,0.0
instance-a6220fd0-d44c-4cb2-aa8e-14aeb447a176,4.006666666666667,0.88095164,2.702761,4.313632,terminate,risky,0.9518511842409771
instance-a622ee12-281c-4104-b019-a34d27533dcc,3.2816666666666663,2.821635,2.9384875,3.377106,terminate,moderate,0.25052076994578015
instance-a6230c06-9940-477c-96fb-3d60ce222fc9,1.7616666666666667,1.4745142,2.3247886,2.052355,terminate,moderate,0.0
instance-a6236c76-828d-4820-b2a1-36df34beb322,4.486666666666667,3.802593,4.0053244,4.9433184,terminate,risky,0.35137988115946495
instance-a62407cb-a403-4433-ae8b-fcd7098abf5c,2.933333333333333,2.6133204,2.9124675,3.40811,terminate,moderate,0.015232073148091484
instance-a624213c-9b58-40d4-b8d8-dd3413325ccc,7.4750000000000005,4.884531,6.2340927,8.129351,downsize,safe,0.9058623199462894
instance-a627a5fe-67c8-4af0-a5b3-3797c5bd30b0,5.476666666666667,2.4050121,5.535481,7.288264,downsize,safe,0.0
instance-a627c820-8032-40aa-9d1b-6394181e8b83,3.3683333333333336,3.6983345,4.0053244,4.99258,terminate,risky,0.0
instance-a62b4929-bfb4-4282-bfaf-ca9288366e86,2.915,1.9082221,3.549402,4.726478,terminate,risky,0.0
instance-a62d0537-de07-4203-8340-e67d0491e135,10.93,6.9821095,8.726682,11.943427,downsize,safe,1.6084223522186276
instance-a6309c1e-e1b7-4c8a-9186-3cc8b11556dc,8.526666666666666,3.9439192,8.344181,9.884701,downsize,safe,0.1332144922892244
instance-a630b4e3-1ccc-4143-a178-c4a29d9f31ed,1.3216666666666665,1.1996528,1.9374526,1.7141175,terminate,safe,0.0
instance-a631e57c-8854-4b37-971d-ddc0622947cf,1.9616666666666667,1.7985357,2.2173932,2.3681843,terminate,moderate,0.0
instance-a6323556-27e1-4800-87d6-aa7dfde31f4d,2.018333333333333,1.8905815,2.3794878,2.5126348,terminate,moderate,0.0
instance-a634a99d-d8c5-4238-93c1-45ad967e4834,4.345,4.479445,6.5434184,8.274325,downsize,safe,0.0
instance-a635813e-05a0-4fee-b7e4-7d9b8f6fa55d,14.773333333333333,12.653551,14.022984,15.860083,downsize,moderate,0.5477553410847983
instance-a6366f47-50f1-4373-bbd7-f11ff4d846a8,3.1566666666666667,2.1624482,2.9415896,3.8851995,terminate,moderate,0.15700626312891647
instance-a63e39e5-1bf9-4e14-bbcd-86c78e16a009,3.7233333333333327,3.0189054,3.4090462,3.991231,terminate,moderate,0.2294296269734696
instance-a63f38db-5982-44ba-9d25-36262528d6e4,3.6300000000000003,3.2347336,3.9944985,4.8772516,terminate,risky,0.0
instance-a64001db-aa52-4baf-92f6-4db1e3ea384d,0.3116666666666667,0.23357624,1.6158414,0.41886747,terminate,safe,0.0
instance-a6401474-ca0a-4a74-8048-c49862d49d03,16.91,10.943806,15.349169,17.938538,downsize,risky,1.1394067924499514
instance-a64179c3-d607-404c-96d5-cf5468c17fa6,2.8216666666666668,2.6422048,2.8349638,3.112354,terminate,moderate,0.0
instance-a6437089-5831-48e9-b1c1-256b416ee8e5,2.6783333333333332,3.3608453,4.2596025,5.206106,downsize,safe,0.0
instance-a643c001-ddfb-4f50-98fc-6ffebd4bb667,3.5966666666666662,4.8177037,6.683029,9.473417,downsize,safe,0.0
instance-a647cd03-40a2-46a4-a6f0-0b02330140e8,8.033333333333333,3.9942148,7.5102353,9.821862,downsize,safe,0.38186155732472726
instance-a64807a1-e894-4e2c-ae91-dd9c2ebb2ef2,15.023333333333333,11.250802,14.62305,16.32946,downsize,moderate,0.2922070260365805
instance-a64ab561-fd79-4036-8d25-7dccc4883b89,0.8633333333333333,0.6515258,1.6158414,0.9825267,terminate,safe,0.0
instance-a64beb6f-5b6a-4bee-9bc1-d604c770f214,2.7066666666666666,5.6128607,7.268541,9.370485,downsize,safe,0.0
instance-a64d2be7-2049-48cd-909a-543d43dfa4db,16.55,8.569007,14.517621,17.466099,downsize,risky,1.4836366405487067
instance-a64d6788-674a-4013-8251-8e4e005b23c2,4.051666666666667,2.6106536,3.6955903,5.343704,downsize,safe,0.2599357785860698
instance-a6506e41-9e10-433c-b744-c00f64330416,16.398333333333337,10.681267,15.230832,17.413286,downsize,risky,0.852275900395714
instance-a6513c90-b36e-4049-aa76-a163678e48ea,14.106666666666667,6.5825534,13.132165,16.93401,downsize,moderate,0.7113862494150802
instance-a6518c10-1613-407a-a19e-5035b781aaad,2.5766666666666667,2.5082548,2.7520704,2.7905664,terminate,moderate,0.0
instance-a6519654-8b50-4fff-bb35-d4a003a996eb,3.67,2.7997363,3.684337,4.75281,terminate,risky,0.0
instance-a651aeb0-6d11-41e0-b53a-010fed7e051b,0.8733333333333332,0.7485549,2.0995471,1.6365585,terminate,safe,0.0
instance-a6527ebb-6580-4217-9c8e-8d1d3c9dad83,2.675,2.4597201,3.4979198,3.7908323,terminate,moderate,0.0
instance-a6533d77-6bac-4316-8555-79c2b4b89842,5.771666666666666,1.9764482,4.0407763,5.1874914,downsize,safe,1.263550002161661
instance-a6535a6c-8a89-45da-8c36-8cdbb88a38fe,1.3266666666666667,1.2105622,1.9374526,1.6281312,terminate,safe,0.0
instance-a65605dc-abae-4275-95ab-596c7f6a8f9d,3.723333333333333,3.4173093,3.3125103,3.9463928,terminate,moderate,0.2999008493741352
instance-a6567abd-4b1b-4df2-a1a9-6e891686163e,14.273333333333333,2.2004728,7.6301913,11.284346,downsize,safe,4.849493665250143
instance-a6580039-18f3-44d4-b2f3-b91a27f7713e,1.11,1.6190901,10.448877,17.005444,downsize,risky,0.0
instance-a6585aee-404f-42b1-84de-38225a8023a5,14.49,7.443052,9.371845,13.055941,downsize,moderate,3.736252970886231
instance-a65934f2-e88c-4daf-9af6-7304f1144f09,3.0400000000000005,2.5096574,2.9124675,3.0159323,terminate,moderate,0.09309873981475866
instance-a659bb51-15ae-4139-8793-9bd4eb3380e3,10.201666666666666,7.451726,9.376353,15.152485,downsize,moderate,0.6024787840525306
instance-a65a1be5-1edb-4a5b-b930-f7ed577440b3,17.521666666666665,9.14455,13.269649,15.7673855,downsize,moderate,3.1039732237497955
instance-a65a500d-43d2-4996-b7a6-952945878dc1,7.005,6.910208,10.288982,13.843022,downsize,moderate,0.0
instance-a65ac13e-dfb1-4648-9dfa-bf63d6c2740a,4.0633333333333335,1.837151,2.712881,3.8779242,terminate,moderate,0.9858301389058433
instance-a65d5ca7-4639-4645-b275-638e3363561f,13.586666666666666,8.086477,14.178707,18.430826,downsize,risky,0.0
instance-a65f81f5-1789-49e9-8782-9074d288365f,1.62,2.7200227,3.021381,3.261334,terminate,moderate,0.0
instance-a65fc7b5-e293-45a4-b27a-9c9f0a0e648d,16.811666666666667,6.584844,14.016893,17.791975,downsize,risky,2.0401844942728684
instance-a6602649-eb8b-45a2-9f69-2d54c04ed8de,8.263333333333334,1.9692955,7.861967,17.233746,downsize,risky,0.29299735997517923
instance-a6605fc1-03a0-4102-8c19-6da86b55783e,1.1966666666666665,1.0849901,1.9374526,1.6895518,terminate,safe,0.0
instance-a6642311-2cd9-40f9-bf2b-f1afd5305634,3.1783333333333332,2.2667668,3.6831667,4.2695155,terminate,risky,0.0
instance-a664d1e2-6579-4965-bf4e-7a115441b9b3,0.52,0.50094277,5.761471,11.419573,downsize,safe,0.0
instance-a6686fe9-513c-4243-be09-22e210ba3959,0.39666666666666667,0.26613718,1.6158414,0.6770314,terminate,safe,0.0
instance-a66901a9-8d69-479b-8640-7831e67db93d,7.31,4.3442645,7.5102353,9.141209,downsize,safe,0.0
instance-a66aafbd-f146-431c-b333-1a727b963a79,15.735,2.549295,10.291618,16.365383,downsize,moderate,3.973668606567382
instance-a66d8cec-560d-477d-9e5d-28b40cc63855,17.383333333333333,14.312783,16.981556,23.02318,review,n/a,0.2932974980672197
instance-a66d95d4-e4d3-4e8f-b1a5-dde0fbd637d0,4.045,2.9075065,3.9727638,5.6913548,downsize,safe,0.052732442951202343
instance-a66e0dff-39b3-43d9-948f-3e2740f5a4ae,15.339999999999998,8.30608,14.685343,16.875235,downsize,moderate,0.4778997642517076
instance-a66f9128-6a1d-42ea-8233-e5aed63f05bb,16.276666666666667,11.892141,15.4267435,18.633244,downsize,risky,0.6204439062754318
instance-a66fe3ab-79a9-446f-b357-1ff217ef4c45,16.29,12.086967,14.986339,17.32985,downsize,risky,0.9516728107452386
instance-a671fc9a-fdea-44f5-b088-76f7b2daa1e9,6.778333333333332,4.8990064,6.2340927,8.362395,downsize,safe,0.39729565327962174
instance-a673183f-851f-4d9b-8362-632c46051e7e,1.3383333333333332,0.3800368,2.5730944,4.497054,terminate,risky,0.0
instance-a673346a-2a4b-4d6b-8a0f-5b87f0fd0c78,1.1366666666666667,0.97276646,1.9374526,1.6206176,terminate,safe,0.0
instance-a673b2a7-9d3e-4909-9f33-4cd059d83b17,2.585,2.5223432,2.8477092,3.5491922,terminate,moderate,0.0
instance-a674f514-88c2-4353-9041-ea0e29977530,8.886666666666668,5.530957,7.24488,11.687283,downsize,safe,1.1985041210810357
instance-a6763557-c951-4524-ba39-06b29bb7a160,8.645000000000001,6.0667453,8.201498,9.6455965,downsize,safe,0.32375643692016703
instance-a6778951-c880-4359-a22e-3a8f1f8851df,2.691666666666667,2.4901052,2.77229,3.2647312,terminate,moderate,0.0
instance-a6786313-a32c-4d6d-90c4-47c157bf74b1,16.873333333333335,12.51579,15.4267435,18.152992,downsize,risky,1.0560105729420992
instance-a67882b0-56cd-42c2-8084-502e65b7c8fb,1.3233333333333335,1.4226077,2.9499836,4.9018693,terminate,risky,0.0
instance-a67a1dd4-c874-4ad4-af86-5ca41e3c3fb6,9.751666666666665,4.8586173,10.4250345,13.4380865,downsize,moderate,0.0
instance-a67be435-6a5d-4fc4-828d-f52bc9cfeba2,8.11,5.874035,9.439869,14.954826,downsize,moderate,0.0
instance-a67f1fb8-1530-4dfc-bcd6-ca74e5a77997,2.0733333333333337,1.7398818,2.8477092,4.935001,terminate,risky,0.0
instance-a6834092-a073-4175-8099-e3ef77cb1854,2.5966666666666667,2.2384086,2.602895,3.0054495,terminate,moderate,0.0
instance-a683ef1c-fa16-4a97-a948-7cef47109975,15.531666666666665,7.723772,14.149743,17.476034,downsize,risky,1.0088042181650783
instance-a684953a-b724-4557-92a8-d64cc362851a,8.147499999999999,7.207722,13.634343,17.305882,downsize,risky,0.0
instance-a6860362-9f79-435f-b473-5ecebea365ae,3.1449999999999996,2.2392201,3.0341263,3.701688,terminate,moderate,0.08093781433105438
instance-a6863b10-af31-4d00-bbf5-51debbdb7239,10.118333333333334,4.4381332,8.039437,9.77798,downsize,safe,1.5175941087087
instance-a68660d9-a805-4fbc-8e08-decc8ed72c1c,13.616666666666667,9.516772,13.1846285,17.183079,downsize,risky,0.3153878714243574
instance-a6878f78-81ff-49ca-89ce-c19cf49941d5,7.456,7.500207,14.861592,18.056541,downsize,risky,0.0
instance-a68b4978-38e0-47d7-a6fc-06ea355c40ba,1.711666666666667,2.373619,2.580978,2.814318,terminate,moderate,0.0
instance-a68b57cd-9d71-41f1-9a77-b015cde6a026,7.393333333333334,2.4788196,5.1658697,8.890347,downsize,safe,1.6260484429677335
instance-a68f0c68-cad2-4f18-b07c-86837de5306e,2.221666666666667,2.1548336,2.2955892,2.5804346,terminate,moderate,0.0
instance-a68f676d-7aaa-4a10-bb3b-fdf78d67c7c2,4.666666666666667,2.056378,4.1561823,5.8979306,downsize,safe,0.3726535956064862
instance-a6905a52-2653-4e82-b97c-e67ac98ba95a,0.9783333333333334,0.9133905,1.9374526,1.528581,terminate,safe,0.0
instance-a690b911-0871-4234-8004-805a95cc0da9,99.95666666666666,24.105398,63.820576,91.41032,keep,n/a,26.379346395365395
instance-a690f5d1-9e53-4dfc-bd98-f39cb8ec2501,10.821666666666667,8.243226,10.215406,13.947675,downsize,moderate,0.4425699816385909
instance-a6946487-3e3a-4d70-a92a-b370c5507319,3.7650000000000006,3.4833093,3.559084,4.2861557,terminate,risky,0.15031872482299846
instance-a6990d84-defc-4073-ac3b-f975040e01cd,8.326666666666666,6.241859,8.418805,10.139566,downsize,safe,0.0
instance-a699bf14-ee68-4186-acb9-30e5b67dca9e,4.19,11.3089485,14.620955,17.523489,downsize,risky,0.0
instance-a69cb50c-5ffe-45ba-88d5-da44d9b74449,6.086666666666667,5.721136,6.4325495,7.3715067,downsize,safe,0.0
instance-a69e232e-15ef-4df3-a18a-056d3264bff3,6.34,5.6747885,6.4325495,7.1619067,downsize,safe,0.0
instance-a6a47224-ca57-402e-b42f-fc3e435e2181,8.408333333333333,4.50918,8.734796,10.413851,downsize,safe,0.0
instance-a6a4f689-36bb-4183-bc3f-26dacefd02da,14.719999999999999,9.658524,13.729932,15.848478,downsize,moderate,0.7227497631072991
instance-a6a60e27-ba13-4fe8-b7fe-8ecc10f7506e,3.8433333333333333,3.3683467,3.835768,5.20775,downsize,safe,0.00552270472844437
instance-a6a73f35-9b0e-4006-abd2-bd76c51331aa,16.215,10.139656,15.426299,18.162544,downsize,risky,0.5757516605377196
instance-a6af76c0-9835-487e-86fd-6a208ea025fc,15.77833333333333,11.100184,14.629603,18.084751,downsize,risky,0.8385728616078675
instance-a6afcba4-dc74-4b22-8c99-d4841b749621,31.923333333333332,11.864434,22.37462,34.71414,review,n/a,6.9705604138692205
instance-a6b09b4e-dcfc-4810-ac3d-b1e6b718013e,3.0549999999999997,2.9449356,3.021381,3.3089182,terminate,moderate,0.02454194202423075
instance-a6b0ec52-14e6-46c6-8f03-86ffe23d23f4,44.876666666666665,35.58168,38.987503,54.31647,review,n/a,4.299089438883462
instance-a6b3a8a4-abc5-4b86-876b-ca96ad8cda15,9.373333333333333,6.1107183,10.9890585,12.112081,downsize,moderate,0.0
instance-a6b5724d-12f2-4afe-9aaa-f7c6b20837b7,13.97,10.645975,15.230832,17.663057,downsize,risky,0.0
instance-a6ba2b9d-4646-475b-80e4-c0a21bfc1412,3.823333333333333,3.7558672,3.8404777,4.6165876,terminate,risky,0.0
instance-a6be0b61-c255-47ce-9917-397a6ea8f204,17.863333333333333,10.007275,16.388521,21.311916,review,n/a,1.0766128613789876
instance-a6be4c46-d700-4b49-8b99-e4bbf1a0f411,8.886666666666667,7.5338635,8.53852,10.714368,downsize,safe,0.25414716936747234
instance-a6bed593-d464-4111-9ebd-6a77b64cdb5c,2.7016666666666667,4.9566884,6.4325495,7.4652567,downsize,safe,0.0
instance-a6c1e5a4-1ea2-4425-b569-f606b4c25231,2.7016666666666667,2.66805,2.9878867,3.6323144,terminate,moderate,0.0
instance-a6c24469-d98e-439c-b4a7-a3c45a250717,8.376666666666667,4.338049,8.344181,10.253539,downsize,safe,0.023714492289225453
instance-a6c4d295-1a4f-4a8d-a7b4-cb1897abf557,64.44166666666666,32.913452,63.701355,78.764885,keep,n/a,0.5404275309244764
instance-a6c523d1-19ee-4374-89f2-c6d250ba74f7,2.9033333333333338,2.5359454,3.1065822,3.7395124,terminate,moderate,0.0
instance-a6c53126-ff0e-48ea-872a-14bac5da9362,2.975,2.7802663,7.072769,9.179158,downsize,safe,0.0
instance-a6c8d7b3-684d-43a3-8138-59c0e2e3dc20,3.5483333333333333,3.518568,3.8779266,4.769251,terminate,risky,0.0
