instance,cpu_mean,cpu_median,cpu_p5,cpu_p95,cpu_min,cpu_max,cpu_n,mem_mean,mem_median,mem_p5,mem_p95,mem_min,mem_max,mem_n
instance-c3b95283-a009-421a-8b84-7607b7ae75c2,1.3175,1.2971,1.189,1.4918,1.1476,1.8405,73,99.3929,99.4443,99.3614,99.4443,98.1184,99.4443,73
instance-c3b99830-7dd1-46a8-82e9-7974cec25fb1,4.6663,4.3622,4.1298,6.0572,3.9609,9.7886,60,96.9327,96.9361,96.9082,96.9398,96.8918,96.9403,60
instance-c3b9a351-0e01-4646-bf7a-f56c1ca11a72,2.0025,1.8649,1.6866,2.1597,1.5619,6.0729,64,99.9869,99.9986,99.8735,99.9987,99.8597,99.9987,64
instance-c3ba4d6a-e467-40a0-90d4-4ed5a902ca80,2.093,2.009,1.9462,2.6729,1.9354,2.7798,62,95.4844,95.4961,95.1309,95.6493,95.0921,95.6686,62
instance-c3bad4fc-28ab-4278-b067-1bd2b6223227,12.4246,13.3551,8.148,14.9396,8.148,14.9396,20,99.6361,99.7658,98.4342,99.8205,98.4342,99.8205,20
instance-c3baf6e8-e13b-4041-a74f-ed57561d0658,12.1344,12.948,4.7199,13.6019,4.7199,13.6019,39,98.8721,99.8037,83.8156,99.8037,83.8156,99.8037,39
instance-c3bbbf1e-8c85-409a-9161-97161fa4a60f,9.4214,9.4214,9.4214,9.4214,9.4214,9.4214,2,55.8823,55.8823,55.8823,55.8823,55.8823,55.8823,2
instance-c3bc0ab7-7e52-4062-b7a4-57135accabc1,13.2554,13.6874,6.2602,16.8048,4.9934,20.1925,64,99.973,99.9786,99.9509,99.9786,99.9469,99.9786,64
instance-c3bcd30f-635a-4d9d-b9f9-0c078871ffbe,7.5352,7.5352,2.2194,12.851,2.2194,12.851,4,60.1828,60.1828,57.5976,62.7681,57.5976,62.7681,4
instance-c3be1e4f-3477-4d4c-a168-12e5eeb7a868,2.4901,1.5307,1.5033,4.4364,1.5033,4.4364,6,83.5018,83.966,82.5734,83.966,82.5734,83.966,6
instance-c3be20c8-b355-49d8-9378-91b17c269155,9.4386,9.007,8.5919,10.7791,8.5359,10.8291,62,96.7957,96.955,95.166,97.207,94.9827,97.2096,62
instance-c3bf0152-5ded-47b8-a53c-e588e0a036bb,2.0641,2.8907,0.3061,3.3352,0.3061,3.3352,22,79.9516,96.9375,17.7133,97.4616,17.7133,97.4616,22
instance-c3bf7fc9-3ad4-4c7c-9d24-842e09561eb6,4.83,4.83,4.83,4.83,4.83,4.83,2,47.9449,47.9449,47.9449,47.9449,47.9449,47.9449,2
instance-c3bfcdaa-7987-46ae-bf7c-ac4a35c0fa3f,5.0338,2.7128,2.6727,16.8008,2.6727,16.8008,16,95.968,96.3138,93.0285,96.8331,93.0285,96.8331,16
instance-c3c021a2-b812-4a26-837a-3cf8e03ec874,10.7288,10.7288,10.7288,10.7288,10.7288,10.7288,2,58.7243,58.7243,58.7243,58.7243,58.7243,58.7243,2
instance-c3c1149d-e12d-45c9-ab11-9142bbee26a5,4.2303,4.2303,2.9927,5.4678,2.9927,5.4678,4,96.9529,96.9529,94.1675,99.7382,94.1675,99.7382,4
instance-c3c28cad-fb5a-40a1-8cfc-7123db89543c,12.791,15.8683,1.6976,17.82,1.6976,17.82,37,92.5649,97.3923,75.8494,97.7433,75.8494,97.7433,37
instance-c3c34d61-44be-4c3b-8134-61ec89e3fcdd,2.5957,1.8473,1.8318,4.1079,1.8318,4.1079,6,79.6954,79.7452,79.302,80.039,79.302,80.039,6
instance-c3c39f3f-e0f2-41e8-8ef2-0f71c4f07575,5.2565,5.2565,1.6793,8.8336,1.6793,8.8336,4,83.7482,83.7482,81.567,85.9293,81.567,85.9293,4
instance-c3c44e92-e0de-4e24-b63a-af6de1cf1b1f,5.7919,2.2757,1.6613,16.9548,1.6613,16.9548,8,76.8971,76.9186,75.7392,78.0121,75.7392,78.0121,8
instance-c3c5a33a-069d-47ee-8849-075ee88660be,9.8496,12.3196,2.2956,13.7492,2.2956,13.7492,23,99.6712,99.634,99.6261,99.7366,99.6224,99.7366,23
instance-c3c637fd-2ebe-4923-831c-79f76ccde3d0,4.9288,4.9288,4.9288,4.9288,4.9288,4.9288,2,19.3736,19.3736,19.3736,19.3736,19.3736,19.3736,2
instance-c3c659f8-4ae8-417c-9263-aae1152057eb,14.2829,14.6577,11.1592,15.993,6.0104,16.1789,57,98.9599,99.6728,96.1113,99.8037,81.2454,99.8037,57
instance-c3c68e54-b8fc-4ecf-a9cd-e7f7c0e76ef2,0.452,0.452,0.452,0.452,0.452,0.452,2,4.4595,4.4595,4.4595,4.4595,4.4595,4.4595,2
instance-c3c6d635-aaf1-43f0-95e6-ce9cae4e0db6,7.4487,7.4487,7.4487,7.4487,7.4487,7.4487,2,56.7645,56.7645,56.7645,56.7645,56.7645,56.7645,2
instance-c3c76fef-bdf4-484a-a85d-ab0d03579e1c,10.8704,10.7328,7.8182,14.1977,7.8182,14.1977,8,98.8623,99.7439,96.1593,99.8022,96.1593,99.8022,8
instance-c3c7b724-ad77-4c2d-ac2b-1d264b9b2766,11.3987,11.3987,11.3987,11.3987,11.3987,11.3987,2,100.0,100.0,100.0,100.0,100.0,100.0,2
instance-c3c9b457-d103-447b-85c1-23760718daae,2.971,2.971,2.971,2.971,2.971,2.971,2,16.1429,16.1429,16.1429,16.1429,16.1429,16.1429,2
instance-c3cb196a-ddb4-4b6b-b680-738aeab5f90b,15.7615,15.9673,12.1636,16.8489,12.1003,16.9377,64,98.4863,98.3431,98.3092,98.8314,98.2742,98.8319,64
instance-c3cc573c-0a2d-4af0-bb28-e4bec70508c4,2.1654,2.1654,1.7993,2.5314,1.7993,2.5314,4,69.914,69.914,69.5644,70.2636,69.5644,70.2636,4
instance-c3cd4362-a507-4a7d-9a9b-2d83ead61136,5.3025,5.0855,4.8776,5.7407,4.85,10.2486,62,99.8121,99.8201,99.7923,99.8218,99.7783,99.8224,62
instance-c3cd8607-2f0e-4ca5-9ff9-d461cbede297,0.4492,0.4492,0.4492,0.4492,0.4492,0.4492,2,3.8602,3.8602,3.8602,3.8602,3.8602,3.8602,2
instance-c3cda721-b227-4d75-a3d9-808872e2ffa3,5.8245,5.8245,5.8245,5.8245,5.8245,5.8245,2,93.5446,93.5446,93.5446,93.5446,93.5446,93.5446,2
instance-c3ce7d1b-ced1-410f-b668-2147d3df05ab,1.16,1.16,0.7456,1.5744,0.7456,1.5744,4,84.013,84.013,83.2741,84.7518,83.2741,84.7518,4
instance-c3ce9060-ff9b-4c0c-8b75-4ffe35962fad,16.0213,16.3,7.0252,19.7727,7.0252,19.7727,27,97.4295,99.6041,77.3197,99.6067,77.3197,99.6067,27
instance-c3cf5f01-aa03-4dac-94db-03976fc1abd8,11.8386,11.8386,11.8386,11.8386,11.8386,11.8386,2,14.9031,14.9031,14.9031,14.9031,14.9031,14.9031,2
instance-c3cf72f6-b66d-4b26-9f31-9757d962c6c2,4.9543,5.6111,0.679,6.4352,0.679,6.4352,5,78.7677,99.16,47.9598,99.5987,47.9598,99.5987,5
instance-c3cf8e2f-d5b8-4eeb-ac87-b2259adbe7a6,7.3454,7.3454,7.3454,7.3454,7.3454,7.3454,2,51.6235,51.6235,51.6235,51.6235,51.6235,51.6235,2
instance-c3cfc900-ccf2-43f0-af0c-b583c182c536,16.526,16.526,16.526,16.526,16.526,16.526,1,76.1959,76.1959,76.1959,76.1959,76.1959,76.1959,1
instance-c3d0ea93-194a-4a64-b80a-56d6fbd79b41,1.22,0.4842,0.4561,3.9624,0.4561,3.9624,18,38.3164,36.1094,23.3123,68.2655,23.3123,68.2655,18
instance-c3d257e9-57a7-44c6-ad43-c794e8965f11,8.465,8.465,8.465,8.465,8.465,8.465,2,23.8699,23.8699,23.8699,23.8699,23.8699,23.8699,2
instance-c3d2c2b7-aae3-4e6f-8f8b-1256b768fbed,1.3928,1.3928,1.031,1.7546,1.031,1.7546,4,29.7093,29.7093,29.2566,30.162,29.2566,30.162,4
instance-c3d567f1-593b-4b35-be5e-924f13a809fb,11.5403,11.6293,4.3603,22.6859,4.1235,23.2016,66,99.8241,99.8288,99.801,99.8288,99.7872,99.8288,66
instance-c3db4eb2-9b0a-4011-84fc-ff58112e2bcc,3.2245,3.2245,3.2245,3.2245,3.2245,3.2245,2,26.5005,26.5005,26.5005,26.5005,26.5005,26.5005,2
instance-c3dbf60c-ca49-418d-a2eb-cca8b33a3e74,8.4483,9.4197,5.0171,10.1323,5.0171,10.1323,7,88.573,95.4027,65.1488,99.6569,65.1488,99.6569,7
instance-c3dd9b79-e293-4bca-84fc-671130ec52cb,7.373,8.4399,1.2555,9.0812,1.2209,9.6074,64,96.9925,96.9547,96.6895,97.3476,96.6653,97.3909,64
instance-c3debbf8-a025-4d49-9244-0950e6809bf1,15.2461,15.5001,13.1393,16.3575,5.7778,16.3632,60,99.7398,99.7382,99.7105,99.7639,99.7105,99.7648,60
instance-c3df6286-ec75-489f-8ec2-1320bdce8d64,5.6646,5.6646,1.7389,9.5903,1.7389,9.5903,4,73.0255,73.0255,71.6829,74.3681,71.6829,74.3681,4
instance-c3e055cb-c2de-42ab-ae25-e07fb494971f,1.9711,1.9711,1.6009,2.3413,1.6009,2.3413,4,85.7614,85.7614,85.6292,85.8937,85.6292,85.8937,4
instance-c3e1a903-dc2c-44e8-b4e1-2ff03a64c69e,4.5765,4.5765,4.5765,4.5765,4.5765,4.5765,2,29.5348,29.5348,29.5348,29.5348,29.5348,29.5348,2
instance-c3e3ea59-0080-4114-832c-2048ef594bf0,13.0121,13.1323,7.9871,15.6333,7.9871,15.6333,27,99.7556,99.8691,98.7138,99.8691,98.7138,99.8691,27
instance-c3e3f491-dd70-48f3-8ee4-7ac96f97fc4d,14.6741,15.9491,2.2472,16.617,1.6008,16.6857,60,98.5504,99.6073,89.5942,99.7203,83.443,99.7203,60
instance-c3e503c2-109f-4c16-b56a-fa6ea864f2c5,7.0438,6.8916,2.5548,11.329,2.41,14.0177,60,99.6961,99.6979,99.6713,99.6979,99.6702,99.6979,60
instance-c3e5ad6d-97f5-4fbb-953f-08a590285c0e,2.6942,2.6942,2.6942,2.6942,2.6942,2.6942,2,10.4465,10.4465,10.4465,10.4465,10.4465,10.4465,2
instance-c3e5ed11-4a25-4552-a292-e54fb08dcdd6,2.6248,2.3818,2.0931,3.3635,2.0442,8.6538,79,99.9975,100.0,99.9722,100.0,99.9444,100.0,79
instance-c3e60f64-f46c-44c0-98d2-12d7fb628bed,9.4601,9.4601,9.4601,9.4601,9.4601,9.4601,2,94.1846,94.1846,94.1846,94.1846,94.1846,94.1846,2
instance-c3e652cf-7809-47fd-a1e7-ff71cad1bc97,1.3564,1.3188,1.1868,1.6496,1.1394,2.4471,62,97.967,97.9701,97.9429,97.9701,97.9429,97.9701,62
instance-c3e7f8b1-3b4f-4930-b223-0eed13ddee89,9.3856,9.1313,8.1198,10.5017,8.0243,17.8959,64,98.616,98.6193,98.5923,98.6197,98.5915,98.6197,64
instance-c3e89c74-8aef-4722-8c21-274c1e809d0b,6.9301,6.9301,6.9301,6.9301,6.9301,6.9301,2,35.0458,35.0458,35.0458,35.0458,35.0458,35.0458,2
instance-c3e8cef6-16c8-4535-a0f5-776d8ecc7697,2.1748,2.1653,2.0355,2.3282,1.9602,2.3395,66,98.558,98.5589,98.5589,98.5589,98.5315,98.5589,66
instance-c3e91569-5657-436e-9287-a5752be24d16,5.2292,5.2292,5.2292,5.2292,5.2292,5.2292,2,43.5034,43.5034,43.5034,43.5034,43.5034,43.5034,2
instance-c3e9309a-345e-4656-96fd-57a3dacce9d0,18.2198,17.7715,16.1548,20.1447,15.9986,20.2341,66,97.9515,98.151,97.0908,98.4135,95.9237,98.4181,66
instance-c3e94bae-f56b-4480-917e-cd1a3eace27a,3.6817,3.607,3.2513,4.0575,3.2337,8.1081,66,99.6234,100.0,95.2418,100.0,94.8294,100.0,66
instance-c3e96072-0e73-4531-9941-801344c48bc8,4.931,4.8227,3.1755,7.0482,3.1755,7.0482,13,89.2286,97.812,49.9209,97.9061,49.9209,97.9061,13
instance-c3e9a745-de84-4177-be84-9e4d4f1a38ea,7.0642,7.0642,6.11,8.0183,6.11,8.0183,4,44.9966,44.9966,44.3533,45.64,44.3533,45.64,4
instance-c3eae83d-5899-47b4-bdbb-278e55425e9c,13.731,13.731,13.731,13.731,13.731,13.731,2,100.0,100.0,100.0,100.0,100.0,100.0,2
instance-c3eb347e-b59b-4df3-b367-5b289318ac06,6.052,2.4378,2.2168,14.9921,2.1752,15.0545,63,70.4891,70.492,70.4742,70.4956,70.4737,70.5074,63
instance-c3eb50b2-9136-4ca6-b1b2-63758a16d04c,2.0113,1.6432,1.6245,3.1344,1.6245,3.1344,8,83.6993,83.8351,83.2921,83.8351,83.2921,83.8351,8
instance-c3ec028a-d856-4f70-abec-21124784d902,16.5281,17.5592,2.3512,18.7666,2.3512,18.7666,36,98.7887,99.4041,90.2508,99.411,90.2508,99.411,36
instance-c3ec7117-64e6-435f-8192-7a3ccc3de725,3.3965,3.321,3.1706,3.9413,3.1706,3.9413,16,63.5869,65.9038,51.9971,67.9892,51.9971,67.9892,16
instance-c3ed1efd-2194-4dfe-8769-68f0c127164d,6.9643,7.0775,6.1839,7.7362,5.7404,8.034,81,99.9962,100.0,99.9722,100.0,99.971,100.0,81
instance-c3ed4fd8-df73-4d29-9c52-c8a7ebdc3fd8,17.7355,17.4237,16.7489,19.4503,16.7169,20.2939,62,98.0196,98.1914,95.8488,98.6415,95.3632,98.6416,62
instance-c3edf4d6-c91c-417d-b417-f277c3210469,0.6173,0.6173,0.6173,0.6173,0.6173,0.6173,2,3.5726,3.5726,3.5726,3.5726,3.5726,3.5726,2
instance-c3ee341b-f7a1-4f24-bfd5-4273ec885982,4.6726,4.6726,4.6726,4.6726,4.6726,4.6726,2,37.7863,37.7863,37.7863,37.7863,37.7863,37.7863,2
instance-c3ee8dbe-c37d-4c4f-8be6-9101d765fe93,19.1332,16.8682,11.8004,34.1984,10.3739,45.1076,90,98.5877,98.5877,98.5712,98.6199,98.2599,98.6199,90
instance-c3ef0433-ddc9-4316-b0e4-7503c0bf2d31,5.829,5.3452,1.1712,10.3085,1.1712,10.3085,17,98.9242,99.6532,87.6049,99.6569,87.6049,99.6569,17
instance-c3ef6a4a-beb9-4922-b14a-696bee5f6c51,5.8951,3.9944,2.9545,10.8009,2.2492,45.752,62,99.823,99.8288,99.801,99.8288,99.801,99.8288,62
instance-c3eface3-6e6c-4335-a873-24291a325bd4,5.5597,5.5597,5.5597,5.5597,5.5597,5.5597,2,26.7776,26.7776,26.7776,26.7776,26.7776,26.7776,2
instance-c3f01dfd-5117-430e-89bb-c9e99a6b70b9,3.1284,3.1284,3.1284,3.1284,3.1284,3.1284,2,21.9374,21.9374,21.9374,21.9374,21.9374,21.9374,2
instance-c3f0389a-cea5-4045-8413-6a4fb37a481a,3.9498,3.7978,3.6081,4.2153,3.6006,8.2935,64,99.9972,100.0,99.9722,100.0,99.9722,100.0,64
instance-c3f04dde-4fd4-4a84-ab7a-8c5b5b02871a,12.026,12.268,8.2923,12.7146,8.2923,12.7146,39,99.4195,99.8037,92.3819,99.8037,92.3819,99.8037,39
instance-c3f173a7-68c2-4c13-8224-4b02f7b1d690,2.4576,2.3428,2.0235,3.2266,1.9108,3.6849,72,99.9962,100.0,99.9733,100.0,99.9722,100.0,72
instance-c3f1e8cb-627c-4138-8a8a-4e7a635bcfed,1.6273,1.1739,1.1244,3.0372,1.1244,3.0372,8,49.2525,53.0576,33.6168,57.2782,33.6168,57.2782,8
instance-c3f1f1fa-e475-4f52-95a2-bbda7d1bb776,9.6407,9.6407,9.6407,9.6407,9.6407,9.6407,2,42.2399,42.2399,42.2399,42.2399,42.2399,42.2399,2
instance-c3f26530-eb26-4618-8055-7bacda181de4,16.2537,16.4898,14.0162,17.096,10.2615,17.9585,62,98.6219,98.6247,98.2869,98.7277,98.2727,98.733,62
instance-c3f2d9a9-77f4-4f93-a531-649e6f93222b,5.2225,4.4325,3.8023,10.5369,3.8023,10.5369,35,99.8272,99.8288,99.801,99.8288,99.801,99.8288,35
instance-c3f2ec42-04a4-49fa-b89c-3be05447da08,2.9032,2.8554,2.6883,3.2697,2.6593,3.6552,60,99.7998,99.8039,99.7762,99.8039,99.7346,99.8039,60
instance-c3f30f5e-4d58-48d3-95e6-dbb9d2c9eb13,1.5962,1.0034,0.9418,10.1522,0.9418,10.1522,32,60.6606,61.9276,51.0147,63.0149,51.0147,63.0149,32
instance-c3f380ee-3a03-44cf-9e20-e8ca49c21a98,0.9685,0.9539,0.7784,1.0173,0.7688,1.5381,53,26.4155,26.185,26.1669,32.8172,22.3768,32.8224,53
instance-c3f3973a-9616-4ba9-a466-46e51ff53378,8.3806,8.3529,7.6537,8.827,7.6521,13.7893,60,99.9807,99.984,99.9565,99.9843,99.9284,99.9843,60
instance-c3f4b756-3423-4955-8fcf-a466cc1f71db,8.2491,8.2491,8.2491,8.2491,8.2491,8.2491,2,38.8291,38.8291,38.8291,38.8291,38.8291,38.8291,2
instance-c3f4bc2c-0936-446c-a7eb-17ffad8ba86d,0.4393,0.4393,0.4393,0.4393,0.4393,0.4393,2,3.8131,3.8131,3.8131,3.8131,3.8131,3.8131,2
instance-c3f4c61b-ebad-4cac-bc3f-701805332204,3.4025,3.4025,3.4025,3.4025,3.4025,3.4025,2,66.9582,66.9582,66.9582,66.9582,66.9582,66.9582,2
instance-c3f4cb52-8c68-476f-8e16-9ceae2d69593,15.7433,15.7221,15.277,16.3537,15.1884,16.6096,62,98.4086,98.3555,98.1668,98.7692,98.1389,98.7722,62
instance-c3f4d826-5aba-4167-9151-adad3cc3b894,3.483,3.3276,2.7905,5.2586,2.783,5.9295,60,96.3493,98.2484,89.1313,98.7238,86.1573,98.7238,60
instance-c3f50aa3-04ae-42e2-a831-b5964ddff084,54.6946,54.6946,54.6946,54.6946,54.6946,54.6946,2,13.5435,13.5435,13.5435,13.5435,13.5435,13.5435,2
instance-c3f55bf9-e535-40c9-9297-51ab3c32804f,2.0814,1.6905,1.6549,2.8987,1.6549,2.8987,6,83.5328,83.7042,83.19,83.7042,83.19,83.7042,6
instance-c3f6a12f-24a3-4a6e-a2c2-0f4269099de9,6.3062,5.4632,3.9093,16.8598,3.7074,18.0129,68,95.0789,95.3188,93.4899,95.4507,92.6717,95.5531,68
instance-c3f6a369-6601-4cc6-bbef-ade16d697789,9.8954,9.8954,9.8954,9.8954,9.8954,9.8954,2,68.5212,68.5212,68.5212,68.5212,68.5212,68.5212,2
instance-c3f72df8-2dbe-4b8b-9530-06b200da737b,2.8409,2.4378,2.0057,5.1811,1.9676,11.6794,64,99.9417,99.943,99.9291,99.943,99.9291,99.943,64
instance-c3f737ed-7e85-44a4-a60f-64947a3f556a,3.0957,3.0088,2.8259,3.8722,2.8217,3.9938,62,94.8106,94.979,93.0837,94.9879,92.9108,94.9886,62
instance-c3f75f07-cc23-4bd4-a234-a19ea60ce16e,10.216,10.216,10.216,10.216,10.216,10.216,2,97.6247,97.6247,97.6247,97.6247,97.6247,97.6247,2
instance-c3f970ef-eff2-4b33-b8ef-7de96897d444,3.1694,3.1694,3.0003,3.3386,3.0003,3.3386,4,24.2341,24.2341,24.0105,24.4578,24.0105,24.4578,4
instance-c3f9ca49-e56e-485e-9322-b0c348aca4d9,4.1036,4.0057,3.8844,4.3979,3.8844,4.3979,10,99.4803,100.0,97.4295,100.0,97.4295,100.0,10
instance-c3f9d46e-8904-4fc7-b8ba-2c3a56ca1861,3.3384,3.2627,2.8398,3.4767,2.8231,7.6634,62,99.9742,99.9756,99.9617,99.9756,99.9478,99.9756,62
instance-c3facc2a-4774-4205-813c-baafadac0f3b,10.1578,15.4529,1.3506,17.4575,1.3317,17.7339,70,96.863,96.9174,96.1827,99.5959,89.3722,99.5966,70
instance-c3fb2b77-7c35-4c4f-8f14-d040e6ab4657,2.939,2.8452,2.6794,3.694,2.6414,4.7866,62,99.93,99.943,99.8736,99.943,99.8716,99.943,62
instance-c3fb3f35-0475-487e-8ac2-bb6fac36a766,13.5162,1.6447,1.5929,37.311,1.5929,37.311,6,79.3696,83.4424,71.2241,83.4424,71.2241,83.4424,6
instance-c3fc6527-1d14-4067-aa97-b72ada9c4105,16.6529,16.8657,15.1039,18.484,5.8784,18.6242,60,99.7602,99.7392,99.7254,99.8037,99.7115,99.8037,60
instance-c3fd1bff-e5db-4782-8d93-ceb75bde8e9d,12.1528,12.1528,12.1528,12.1528,12.1528,12.1528,2,51.4612,51.4612,51.4612,51.4612,51.4612,51.4612,2
instance-c3fe16a7-70b2-45a4-ace2-ae47cd6373e6,4.1408,4.1408,4.1408,4.1408,4.1408,4.1408,2,32.6507,32.6507,32.6507,32.6507,32.6507,32.6507,2
instance-c3feae00-e0ac-4713-b2ba-ca560a0f82ac,4.249,4.249,4.249,4.249,4.249,4.249,2,83.3256,83.3256,83.3256,83.3256,83.3256,83.3256,2
instance-c3fee1a8-e374-4a13-844b-632574a2f985,3.3053,2.2425,1.4709,5.4759,1.4206,5.7972,43,99.9942,100.0,99.9722,100.0,99.9722,100.0,43
instance-c3fee6fc-a2a5-4aeb-bf04-25df7a78921e,4.5312,4.5312,4.0352,5.0271,4.0352,5.0271,4,78.9275,78.9275,76.2531,81.602,76.2531,81.602,4
instance-c3ff5c30-f71a-40f2-9c1e-e2a453ed2ad7,22.4903,22.7357,20.4864,24.4014,19.844,24.4565,60,99.8279,99.8288,99.8288,99.8288,99.8021,99.8288,60
instance-c4003cc7-e213-4171-a0e9-a3fa83d7aae2,17.7395,17.9607,15.8352,18.5966,15.8352,18.5966,13,99.2127,99.8037,96.011,99.8037,96.011,99.8037,13
instance-c4005934-5c0a-4b87-847c-36a6d54a91aa,2.74,2.74,2.2765,3.2035,2.2765,3.2035,4,16.3618,16.3618,16.3367,16.3869,16.3367,16.3869,4
instance-c4006479-988f-412d-a869-0ba9af8e8663,4.326,4.326,4.326,4.326,4.326,4.326,2,23.3435,23.3435,23.3435,23.3435,23.3435,23.3435,2
instance-c4012df2-b353-4beb-bd96-12cc1aaf5f49,3.3039,3.3039,3.3039,3.3039,3.3039,3.3039,2,20.8294,20.8294,20.8294,20.8294,20.8294,20.8294,2
instance-c4025bff-f467-4f85-81ec-2f9caf95fc00,0.926,0.926,0.6312,1.2208,0.6312,1.2208,4,14.6843,14.6843,5.7804,23.5881,5.7804,23.5881,4
instance-c4028d0d-b15f-454a-812b-0b2c4b942ed1,2.7752,2.7752,1.6,3.9504,1.6,3.9504,4,85.0923,85.0923,84.6479,85.5366,84.6479,85.5366,4
instance-c4034511-a10d-49b6-9b56-b4b636c30a95,9.0467,9.0467,9.0467,9.0467,9.0467,9.0467,2,94.1932,94.1932,94.1932,94.1932,94.1932,94.1932,4
instance-c4043f72-83b1-4711-929b-98c66b3bec84,2.4081,2.4081,2.4081,2.4081,2.4081,2.4081,2,16.6578,16.6578,16.6578,16.6578,16.6578,16.6578,2
instance-c40529d5-6069-4234-9403-2f65718f9878,9.1848,9.3813,7.5033,10.2369,1.7112,10.2896,57,93.0626,94.3118,81.0182,96.7663,55.3981,96.8109,57
instance-c4056b35-3a3a-4bb3-b1b9-cbc75cd63b83,1.9195,1.8923,1.8243,2.0419,1.8243,2.0419,6,15.5694,15.6189,15.3075,15.7818,15.3075,15.7818,6
instance-c406400d-ecc6-42f3-b333-1e76816cea55,3.9302,1.7787,1.7298,8.282,1.7298,8.282,6,73.3342,73.4637,72.2086,74.3304,72.2086,74.3304,6
instance-c4086f30-e61d-4d53-8b49-e1edc842ee05,10.7293,8.614,2.5634,17.6985,2.5634,17.6985,7,99.711,99.7107,99.7091,99.7149,99.7091,99.7149,7
instance-c408803c-feb5-4702-98ff-4fc4f509ffe5,5.5731,6.0437,1.925,8.7506,1.925,8.7506,6,94.7571,99.7976,84.6699,99.8037,84.6699,99.8037,6
instance-c408a183-e62b-4b3a-bcb5-ed21d5850c8a,15.0942,15.2017,14.6494,15.3266,14.6494,15.3266,9,98.0544,98.0641,97.9204,98.1175,97.9204,98.1175,9
instance-c4099d2d-aa65-4d8d-9619-bf9edc5c8d0e,1.5373,1.5526,1.4308,1.61,1.4283,1.6403,66,92.3191,92.3162,91.4164,93.5463,90.5202,93.6693,66
instance-c409c73b-3db7-4159-be72-dcd9a7eb00ee,1.7501,1.6602,1.6539,2.1224,1.6539,2.1224,5,83.3264,83.4028,82.9411,83.4425,82.9411,83.4425,5
instance-c40b2d74-e1cf-4018-ba6f-957af8e64607,8.8707,8.8707,8.8707,8.8707,8.8707,8.8707,2,22.6429,22.6429,22.6429,22.6429,22.6429,22.6429,2
instance-c40b3f54-8f00-41d1-a17a-64cb93f17980,14.5666,14.811,3.8901,19.9497,3.3087,21.3712,66,99.9733,99.9786,99.9253,99.9786,99.9231,99.9786,66
instance-c40b5227-f228-4d73-952b-5de85066e1c4,16.4709,16.4709,16.4709,16.4709,16.4709,16.4709,2,85.6889,85.6889,85.6889,85.6889,85.6889,85.6889,2
instance-c40bd353-170d-4a8c-ab44-eb371178d0df,2.9912,2.9912,2.9912,2.9912,2.9912,2.9912,2,82.5279,82.5279,82.5279,82.5279,82.5279,82.5279,2
instance-c40cb134-471b-4dd6-8090-fa7336c6cfdd,1.6281,2.0136,0.3976,2.4394,0.3976,2.4394,12,66.1443,78.8677,19.2707,99.951,19.2707,99.951,12
instance-c40e6d2a-5dcc-4b80-ac4e-b5ee8bab4634,10.3937,10.3937,10.3937,10.3937,10.3937,10.3937,1,99.9944,99.9944,99.9944,99.9944,99.9944,99.9944,1
instance-c40f6e4f-04eb-43f1-a3c0-bd16b6445cd0,0.8463,0.8463,0.8463,0.8463,0.8463,0.8463,2,11.4169,11.4169,11.4169,11.4169,11.4169,11.4169,2
instance-c410efbf-39ff-47f9-ab3c-4673294aba74,48.6068,48.6068,48.6068,48.6068,48.6068,48.6068,2,95.6949,95.6949,95.6949,95.6949,95.6949,95.6949,2
instance-c4110aa1-819c-4a3c-a82a-4dc0fafa843c,13.9041,18.2192,1.6935,19.3435,1.6935,19.3435,19,90.519,96.6326,72.2325,97.2701,72.2325,97.2701,19
instance-c411ea03-4de4-4c99-9e30-0c3a25fff027,8.6784,8.7006,8.4343,9.2788,6.0868,9.477,41,96.9858,97.0624,96.5643,97.1112,96.5319,98.0244,41
instance-c41238e4-843d-4acc-b1ce-57771dcc5a3e,0.826,0.826,0.826,0.826,0.826,0.826,2,18.4845,18.4845,18.4845,18.4845,18.4845,18.4845,2
instance-c412d200-b2f7-4376-abc5-23915fe22a12,3.8032,3.8032,1.8487,5.7576,1.8487,5.7576,4,70.1623,70.1623,69.1551,71.1695,69.1551,71.1695,4
instance-c412d63f-2ffb-4d5c-af0f-b341ee4ca56a,10.4416,2.4024,2.3718,40.7357,2.3718,40.7357,10,75.32,75.0933,72.9737,78.1197,72.9737,78.1197,8
instance-c4136101-1fc4-4619-8a15-03affc952a23,10.3543,10.3543,1.655,19.0535,1.655,19.0535,4,77.1369,77.1369,74.2566,80.0172,74.2566,80.0172,4
instance-c414261b-a2b6-45c3-bc9f-6534d51e2af3,0.2092,0.2069,0.1819,0.2379,0.1758,0.2437,110,8.4776,8.6738,7.5714,8.9835,7.3565,9.0786,110
instance-c414b417-a5ba-4e3e-b4cb-a52b2958f390,1.0597,1.0678,0.887,1.1793,0.78,1.4655,178,98.7324,98.7374,98.7012,98.7437,98.6663,98.7455,178
instance-c415efe8-5c90-4b26-89ad-c6436e6311a5,2.609,2.6137,2.5977,2.6155,2.5977,2.6155,6,79.1302,76.6873,71.4454,89.258,71.4454,89.258,6
