instance,actual_cpu,pred_low,pred_mid,pred_high,action,monthly_savings
instance-53d76417-b29d-4cd2-8c4b-c2e098be2445,2.6783333333333332,2.322722798419622,2.49919876274118,2.738968190562868,terminate,0.130768236532272
instance-53d8fd23-82f3-4867-b58c-e927f3513d4d,2.878333333333334,2.5345333399457117,2.798992688484052,2.9681881548166054,terminate,0.057918670739975656
instance-53db1c81-59db-4706-a919-a71942b74abd,9.08,6.791485098313307,8.574903074604588,9.479464724842833,downsize,0.3687207555386507
instance-53db39b6-fcb6-4916-ac9c-6dbaa06145dc,2.556666666666667,2.3904061877578706,2.573918699999295,2.9579260667829472,terminate,0.0
instance-53db8b9a-47fb-4c21-b0cd-e33489056ea6,2.24,2.2142681975534955,2.315775136727235,2.43748413297562,terminate,0.0
instance-53de9120-b9f1-4be3-be13-643e1b1e55b2,2.158333333333333,1.6903569372167546,2.09088571010468,2.57024265290492,terminate,0.04923676495691681
instance-53df0e3a-da07-4fee-a71f-ccc25a8f6e8c,17.426666666666666,10.037130467400598,17.14616262819336,18.2985250141839,downsize,0.204767948085514
instance-53df961a-f02b-42c8-85e7-33ff21692c80,4.1466666666666665,2.83801874028712,3.8409639140659766,5.711418486820352,downsize,0.22316300939850364
instance-53df9803-cced-4f8c-aa70-f00dc5592b98,10.695,9.097629274718194,11.124851005255012,11.847876516720484,downsize,0.0
instance-53e0146c-987c-43b7-9108-ef3403df3e20,3.1366666666666667,3.068089476555242,3.193811946400192,3.321031181905226,terminate,0.0
instance-53e0902a-9aab-4350-ac87-b7e260533de4,5.665000000000001,9.322533800169658,15.87114018095582,16.919235630827202,downsize,0.0
instance-53e13b06-dfe5-429c-bbb5-0b26d532cfd8,8.413333333333332,4.51163050103208,8.433894430717963,9.356679847671694,downsize,0.0
instance-53e19af7-0e76-4898-b0ce-2c4835018ce9,15.56,7.259821357408582,16.0647300139204,17.398211610371384,downsize,0.0
instance-53e2b130-4b35-4c6f-a6e2-960058a60399,24.334999999999997,10.423447984480193,16.838851236383984,20.333423180252016,review,5.472188597439689
instance-53e2ebdf-4618-409e-9e09-b26fa7f929e3,1.4516666666666664,1.2426096392656725,2.2001093285956053,3.659651685222655,terminate,0.0
instance-53e54ed0-4258-485d-a54f-6dc81cde306f,2.5,2.0128197640431913,2.210367734591574,2.360511517894962,terminate,0.211431553748151
instance-53e74ba9-053b-4975-9d8f-939cf2fbb2d5,15.335,6.192700799427335,12.582240833738402,16.82086854333995,downsize,2.0095141913709678
instance-53e91cf6-06e0-4d8c-88b0-4c6c3942b01e,8.563333333333333,4.473631474769175,8.514732094184902,9.574800412377233,downsize,0.03547890457835427
instance-53e9b067-45cb-46d0-ad5e-49d427c05868,0.7199999999999999,0.6990982143484037,0.7728020070925928,0.9849970442322652,terminate,0.0
instance-53ea57a8-9732-4cf9-870e-59c7aa3f0507,16.746666666666666,7.88756354407213,16.641498456145342,17.233324133465793,downsize,0.07677279368056641
instance-53eaff64-7e0f-4c79-bcc7-eed2608dd432,3.6266666666666665,3.5371301609562265,3.6879435080724,3.8092139221520096,terminate,0.0
instance-53ec13df-f9e7-4b4e-a402-aea4d74c8e65,8.908333333333333,3.5589013874721296,7.583535446222823,9.124972148969581,downsize,0.9671024575906728
instance-53ef2f21-4587-444a-a3ac-98c0ed7fb900,14.386666666666665,8.966197634007006,14.381858379061258,15.27791210915246,downsize,0.0035100499519469253
instance-53f10f2d-65c4-4ca9-90e8-ef0c272e657f,13.698333333333332,9.412755503527771,14.050075380694478,15.186112392642102,downsize,0.0
instance-53f17847-0385-4273-b593-fc9cc56d0574,9.515,8.797232878106502,15.86851095105028,16.867616890980443,downsize,0.0
instance-53f1c980-00a0-4d50-8694-282e1e611f58,3.0516666666666663,2.924187223466062,3.1082675340300683,3.2857127649692064,terminate,0.0
instance-53f28083-9f77-421b-847d-1dbef728dfbd,18.636666666666667,14.286032405596695,16.991352935823336,18.584373615883486,downsize,1.2010790235156312
instance-53f3bd4f-e4a7-4e8c-bfbe-3e30c89083a1,16.92833333333333,7.455670295164053,15.851843167702851,17.356534927992428,downsize,0.7858378209102501
instance-53f64383-e658-4b4a-8735-eeb6bafcc157,16.698333333333334,9.73013321429108,16.23819990617705,17.440764622664624,downsize,0.3358974018240864
instance-53f70187-b885-4e77-a7c5-5aca55dc9447,13.083333333333334,8.130959042909819,12.784531762760283,15.14734416152937,downsize,0.21812514651832732
instance-53f7ab15-3ff4-41b2-bcad-d6e8bd31d5eb,2.0683333333333334,4.4971215169606795,6.677415499194961,7.316236372695031,downsize,0.0
instance-53fab02c-40d1-4301-83e0-7010a8c63a41,0.3216666666666667,0.2936821920984656,0.3154249669700356,0.32656082973834094,terminate,0.004556440778540726
instance-53fabc9f-fb1d-4865-b7ff-a82f5150f7f0,15.694999999999999,9.48426467760952,16.573350213044787,17.815447259521218,downsize,0.0
instance-53fc6060-48b5-4e14-a996-e9bc81f9387a,4.358333333333333,3.701569280997353,3.9410504535891056,4.5177981045072855,terminate,0.30461650221328634
instance-53fe4f02-3700-4173-800f-a2284ed8cf73,1.7066666666666668,1.4504948694543278,1.5231886873847493,1.6195087860723958,terminate,0.13393892487579973
instance-53fe5e1a-c045-4e29-920e-459abbd1fcb7,0.7183333333333334,0.7251824384461389,0.7401907110751236,0.8345070635453621,terminate,0.0
instance-53fe62d6-2fbf-4bef-936f-4af69eb04d21,2.3333333333333335,2.4682790321331263,3.5360130542475385,9.022306250883506,downsize,0.0
instance-53ffb6c1-a4ed-470a-9145-24da91039468,14.424999999999999,4.800826299255403,7.183412964238231,14.47460553000918,downsize,5.28635853610609
instance-540121e9-7fbd-4bfb-9e7d-74574535037c,4.380000000000001,2.449858617568282,4.272347158946865,5.291842137116601,downsize,0.07858657396878888
instance-54017a54-4113-48fe-920c-8fa6902504a8,1.9666666666666666,1.1709368390399424,1.9003204868772512,2.7623125211956636,terminate,0.04843271124627323
instance-540210b6-0a9c-4a00-975a-12afa36f3128,10.6,9.004866837274811,14.904485216300973,16.006439804937656,downsize,0.0
instance-54021e44-8922-4007-826d-92b5cf23e8d4,2.8083333333333336,2.150925506838997,2.4031544008866423,3.5230167051237133,terminate,0.29578062068608457
instance-54032340-cb35-46d3-98d8-c2e00c575d22,2.6274999999999995,2.480099500999054,2.2956004216906503,11.153121722631415,downsize,0.24228669216582494
instance-540333e5-5d00-4ec5-9127-81fff7738169,16.383333333333333,4.977585202739641,9.476589981413495,20.811164086112058,review,5.041922646901481
instance-540a42c1-e2d7-4813-8236-17e7223c9e7f,17.05,10.559723182509138,17.256766349442465,18.827436043695258,downsize,0.0
instance-540ac111-14f1-4aac-b501-5aedb806962c,2.2375,2.0744228837072045,2.2529325369853335,8.735031597515913,downsize,0.0
instance-540cd576-8d6f-4e86-ba49-100ab8d1a950,6.4475,6.429809453685933,15.168906372161713,15.953781734497722,downsize,0.0
instance-540e58fa-55fb-4325-8c8f-f27ca869483a,1.1416666666666666,0.8441271856842953,1.112556907739108,1.3439588224098133,terminate,0.0212501240171178
instance-540e591f-0d8d-4549-98b5-d60ca58ac44d,14.394999999999998,7.528561236837388,14.366812618228103,16.745469624895442,downsize,0.020576788693483315
instance-540f5531-c443-421c-b73b-de8323fb8876,5.028333333333333,1.686296140286478,5.451666974390851,16.774985560353468,downsize,0.0
instance-54101118-0c0d-4ce7-bf93-d0356d166b9a,8.506666666666668,4.880321186166839,9.422662098950479,10.433522456456796,downsize,0.0
instance-54104223-2963-44ca-9ec4-e315d142de88,72.22333333333333,45.475800186835386,72.53208359633567,74.3203220286881,keep,0.0
instance-54110321-9196-42d2-b4d9-c32abca22efd,2.0849999999999995,1.7714096910597745,1.8634949244964378,2.0410237713917074,terminate,0.16169870511760004
instance-5411d678-0acc-49be-8732-b5cf53b4c7cb,0.9700000000000001,4.886091219027935,30.260722264068498,34.776700181895244,review,0.0
instance-54120ca1-5262-450c-97d7-b0064821431a,3.106666666666667,2.4690476339694647,2.9076184062483104,3.095744468506362,terminate,0.1453052301054003
instance-54131432-5fba-4a9b-94ae-21e3926ce543,7.915,4.708540984379586,7.760431121520596,8.552474098469927,downsize,0.11283528128996503
instance-5413ce1b-f74b-4f42-84f1-10334205a2ad,4.368333333333333,4.0389983622339045,4.436517118223987,5.278967024247288,downsize,0.0
instance-54154fc0-4558-41a4-8776-24eb4ce94e7e,2.8333333333333335,2.0895774618244105,3.1911483164494996,3.6102586369064897,terminate,0.0
instance-54158c40-9073-488c-bed1-fa5abcc2d574,7.206666666666667,4.344459019141911,7.49413841899865,7.863776695386643,downsize,0.0
instance-541591a4-4920-45ff-98ea-9ec0237f4d4f,3.3649999999999998,3.3064986062307966,3.4548119635867303,3.6859031924596435,terminate,0.0
instance-541986e8-95de-4422-a790-daa839ad8c04,2.6216666666666666,1.5322881895020213,3.2704950311504004,7.830859629497476,downsize,0.0
instance-541a187c-8b26-4e6f-baf8-b6b9463524f8,9.136666666666668,5.501577271249056,8.717672804731633,9.82841862898154,downsize,0.3058655192125761
instance-541a4a28-cf23-4ee9-ab83-48937f40436e,15.811666666666667,9.45453787152882,15.73669026264546,16.673074077625632,downsize,0.054732774935481183
instance-541bbc0c-7ee4-4556-a0b7-ddddb4025b3b,9.405000000000001,5.441639256847878,8.545760833264119,10.299936613242041,downsize,0.6272445917171943
instance-541e0d6e-8f4d-488b-8f84-f2deb4cb8c2b,4.706666666666667,3.36826184308059,6.092800260136121,7.984200268361029,downsize,0.0
instance-54206d1d-ee64-4f55-8878-48a5c9219090,7.53,3.344899045418272,6.388836648839002,7.62298332562105,downsize,0.833049246347529
instance-54210a2b-f312-4afa-b174-d69c7257c190,2.04,1.8685522459812487,2.150653912865004,2.4629624034849975,terminate,0.0
instance-5422374c-0056-4468-ad83-f98444c76a44,6.166666666666667,4.515602116176444,7.840714453377479,9.002171644388008,downsize,0.0
instance-54223e76-1cad-4294-8f05-a3703c86b373,4.501666666666666,3.9883496489774357,4.6177220184065835,6.734592630943562,downsize,0.0
instance-54238ec9-5a0f-4ece-b6ab-1a6a96591ab5,0.2833333333333334,0.24766879102338568,0.27846895939983196,0.2861556717706491,terminate,0.003550992971456037
instance-54267f22-23c3-4f1c-a85f-7ace0ec3bfd7,6.831666666666667,5.730641175151148,6.961371252596055,7.691902675971224,downsize,0.0
instance-5426c8cb-851e-472c-9a09-ca61e0ead590,2.4600000000000004,1.7996691066960298,2.037013947012121,2.2392004299669863,terminate,0.3087798186811519
instance-54295fe6-8070-4456-ba48-76c38bae7f3b,3.35,3.145165698397882,3.3400030192434285,3.8597823010698717,terminate,0.007297795952297288
instance-542aa1b4-d89d-46e5-9aa1-e1bd8fb8ee61,13.976666666666667,7.707639926702092,13.406047776823254,15.52215326308824,downsize,0.41655178958569133
instance-542b0cec-920d-4fb2-88b2-d76e2b4790b2,15.5125,7.62776882291079,13.177140721052409,16.68029243505168,downsize,1.7048122736317413
instance-542b14c2-41f1-4734-aacf-43731e7b045b,2.5966666666666662,1.0113950567386176,3.4288555973008634,9.298330786316827,downsize,0.0
instance-542bbee9-8d76-4d30-b3f6-d117ec0dae6d,15.798333333333334,7.921844130241551,13.09667325676588,16.910741099737667,downsize,1.9722118558942408
instance-542df0c4-ff52-4b35-8fd7-02dc573ef12c,0.295,0.25325280266988326,0.2955108125183134,0.3793984239244197,terminate,0.0
instance-542e68ee-8cf3-4071-ab0d-db635254be61,0.68,4.398711017545605,5.729763100430459,6.685225624507279,downsize,0.0
instance-542f5acd-f831-4835-a923-545466645426,6.248333333333334,2.7681283126072835,3.557102705172598,3.8620926007333556,terminate,1.9645983585573372
instance-54327246-7e64-4c30-bd47-0f3f8ed71f73,1.7683333333333333,1.5665850861426978,1.6363512196253152,2.355858621073265,terminate,0.09634694300685324
instance-5432a190-ec5b-42a5-ab45-454774c58248,10.416666666666666,9.107831501663897,19.354112658899133,27.380558581798624,review,0.0
instance-5437df31-9999-4f40-942b-8507aac76547,16.243333333333336,14.286032405596695,16.535274894336464,17.22001144558151,downsize,0.0
instance-54391a35-4776-464a-8d5f-ba2f05532077,2.9,2.91971640040518,3.2636336888624937,3.4874536624048367,terminate,0.0
instance-543a5b4d-f314-4883-b0eb-41cebccae563,1.325,1.2184701600360917,1.3085776741874735,1.4430364596909504,terminate,0.011988297843144308
instance-543b9657-8e29-403e-936e-ae0bbb1c9117,0.9016666666666667,0.823210847388737,1.2103767260087808,1.784025738411709,terminate,0.0
instance-543bc895-00c0-428a-86f5-624857a395aa,9.778333333333334,6.119372047024733,9.28696008388857,10.1345268249225,downsize,0.3587024720946782
instance-544120a3-520a-42c1-bc2b-ea5f7ced7d77,15.738333333333335,9.742036894963931,16.48700419154246,17.229991909387962,downsize,0.0
instance-5444f577-f184-41e9-a8a5-95a99172127e,3.2366666666666664,3.0807264747337912,3.229899300400736,3.3382064964660554,terminate,0.004940177374129223
instance-54456950-3da2-45c3-98f5-679103725483,10.536666666666667,7.212899444600076,8.822547388510992,10.308274104974927,downsize,1.2513070730536426
instance-544575c1-3e74-4d8c-bc5c-dd5517af41ea,5.355,7.336275415449247,14.773916677843301,15.851163533957873,downsize,0.0
instance-5445afa8-63c4-45e0-924c-2e4a2d3f5b90,9.12,4.445493517250426,7.818363913786465,8.749369602809702,downsize,0.95019434293588
instance-5446f92d-6660-45aa-846b-f4144fbd7639,12.6,9.566723712612683,15.70439512326729,16.754973661685124,downsize,0.0
instance-5447660d-6a53-460a-a9a5-a39efa23fbfa,1.8516666666666666,5.192164514895435,6.538156286386367,7.776877870335129,downsize,0.0
instance-5448379f-8edc-4069-926c-58b1132b3794,4.655,4.251037662229151,4.517027089428564,5.186635066426463,downsize,0.10072022471714862
instance-544a67f8-affd-45b7-8d93-36065a73c0c2,16.661666666666665,10.07379044538485,16.865255033776766,17.68772660346759,downsize,0.0
instance-544aac7f-2229-47db-b101-704c2c11772e,3.3433333333333333,3.4192464501249087,3.6291295235321996,3.8409278777988214,terminate,0.0
instance-544ac8b8-82f3-4a37-8027-4b0cf06a85de,11.459999999999999,8.65671720942528,11.12833434928535,15.444663769633687,downsize,0.24211592502169407
instance-544c0b85-9c5c-4e70-9269-5edf16e6c0ab,1.93,1.477569992787507,1.621396302963198,1.8121927632338906,terminate,0.2252806988368655
instance-544c87e0-763c-4513-bed5-4c299f727ebb,14.975000000000001,11.89517320786859,15.737664429306967,15.544950228911821,downsize,0.0
instance-544efdcd-f0d9-40cc-a6f9-ea35c995f312,21.256666666666664,9.715471356738588,14.50245568465912,17.042332171886038,downsize,4.930574016865507
instance-544f7a85-7a69-47ea-aa92-8047ccdc9595,3.1566666666666663,2.0785106309948205,2.478536766690095,3.772501886086213,terminate,0.49503482698289697
instance-54509ba2-b5e6-4d51-be70-5dda4de17a50,6.9075,7.438639757841187,13.692319153679795,16.342363283052105,downsize,0.0
instance-5450c153-75bb-4c02-b1f2-fe778e0d0898,12.425000000000002,8.835490772673236,12.330723176590908,12.62503281478609,downsize,0.06882208108863898
instance-54525ec3-9f50-45a0-85ba-1ff0d37d91e7,12.626666666666665,8.136992042361042,12.909921596487623,14.715311692623628,downsize,0.0
instance-54532976-6884-47c8-b2d0-63d7b1c4501c,8.385,2.8695610585711666,6.9657996728758755,8.276660481093817,downsize,1.0360162388006107
instance-54534e6b-29ac-4cf0-a5c3-95a8be6741a9,2.5866666666666664,2.061622320099166,2.4065137694168057,2.699039325517685,terminate,0.13151161499239833
instance-545364af-5f6c-45e5-95f0-176b63ee3715,17.981666666666666,9.611243917543685,15.707247185397199,17.42790253500818,downsize,1.660326221326711
instance-545366e2-d7bd-427e-a95c-7e620cd52d90,2.2566666666666664,2.021481090789096,2.2514728795767827,2.2982708485184893,terminate,0.0037914645756151138
instance-54541172-681b-41b6-80f1-8fd75db14e4b,4.114999999999999,3.765688557754071,4.009855026646774,4.708046115749018,terminate,0.07675583054785476
instance-545552b0-05cb-4e46-a968-705b793ade57,9.121666666666664,5.571799543963922,8.631875867161147,14.696060192163765,downsize,0.35754728363902744
instance-54556829-80d3-4a06-9a47-0730c5f340b8,6.36,5.5063596377322535,6.377065059615437,7.027814740392249,downsize,0.0
instance-5455727b-2040-4150-a730-bfca8194d7c5,4.751666666666667,2.2613509812124204,4.8859327240763895,16.261456702552586,downsize,0.0
instance-5455aeb8-ed03-4360-ae11-a52f3ce68245,1.9100000000000001,1.6643844802979881,2.018685972524544,2.564861889389485,terminate,0.0
instance-5456356d-fdb3-4225-bf57-6715bd857b6d,6.455000000000001,4.017380952902504,4.417434664053347,6.168138671136844,downsize,1.4874226952410579
instance-54568021-b80d-4db4-8337-477cc1c9fb5b,3.453333333333333,1.549877699576812,3.240097747142524,3.9497123381169272,terminate,0.1556619779192908
instance-5459a127-536f-4a3b-b7be-4cdab51468c9,2.9216666666666664,2.6526690131779853,2.767395613458488,2.984843300436141,terminate,0.1126178688419702
instance-5459f6a4-7acf-4624-8c78-70ec406e7cdf,16.868333333333332,7.889648171933454,16.642217636252955,17.233324133465793,downsize,0.16506445886867557
instance-545a7d74-2a69-4739-99ea-b114db378122,3.6199999999999997,3.6891766524592615,3.899963162457898,4.310358221271866,terminate,0.0
instance-545ca65e-c926-42a3-9e03-3fddaf6f6985,2.226666666666667,2.1040874989097076,2.4979761480710243,3.2411467102881346,terminate,0.0
instance-545f5908-7326-4aa9-ab04-7a9c8cc70f4d,12.958333333333334,6.0757660121688,12.0415248470349,14.991399811250057,downsize,0.6692701949978569
instance-54606136-1aef-42f6-8a63-6d707b83b9c1,3.668333333333333,2.962141515865602,3.2840125656560892,3.5732423312678265,terminate,0.28055416040438796
instance-54628e1a-1e63-4f76-991e-c38476cf2552,6.848333333333333,4.581952920762358,7.2499198383648125,9.387800278061784,downsize,0.0
instance-5462f1b6-a34d-4df3-9873-e07be467a76f,7.400000000000001,10.755749282494975,17.08921226702176,18.84345591614889,downsize,0.0
instance-5462f1ee-d886-417e-a55e-395b3476aea6,1.5516666666666665,1.4498915361209945,1.5250365846595928,1.651637508591641,terminate,0.019439959865163822
instance-54633d0b-a8be-4147-8417-65e64780589d,0.63,0.6776963279621866,1.5281822751879575,3.2916917435467057,terminate,0.0
instance-5466f644-431b-4f04-a049-3cb7fb58843a,17.01666666666667,10.16975846850782,16.553817684700334,17.473376380054628,downsize,0.3378797568354246
instance-5468fe4a-61ce-4b9a-8b99-e3f1171030d8,9.020000000000001,4.739764816803967,8.485372035770814,9.909716833773192,downsize,0.39027841388730694
instance-546c6de0-78aa-4da3-8588-dc9e9d0ecf4f,2.3125,3.3886950524565473,4.947426077789413,6.771384096029793,downsize,0.0
instance-546e53bb-9f34-4292-ba3f-dd801886e856,4.8549999999999995,4.2394406104890425,4.315964950569231,4.986563746467788,terminate,0.39349558608446134
instance-546fbb9e-5ff3-434b-8241-0a4956f12c67,2.3583333333333334,2.23325273474646,2.3645982399316585,2.489118959313407,terminate,0.0
instance-54706f54-7603-40c7-bd2a-fe8845a21de1,5.251666666666666,5.651412897189794,6.5043854850909195,7.517830628942302,downsize,0.0
instance-54720846-a20e-4076-a95b-7326f66296fc,3.393333333333333,3.211361356935114,3.489332612519295,3.732549050372223,terminate,0.0
instance-54766a0a-6966-4c8e-bfb5-6ecfdb2f3072,16.85333333333333,9.107517438070996,15.495230270969895,16.85192284921459,downsize,0.991415235525309
instance-54766a66-e024-4a6a-9823-57be750e01c3,10.909999999999998,2.9062941906669053,7.002017039620292,16.29838219589619,downsize,2.8528275610771856
instance-547bd1c3-7053-4cc9-9fba-3db965b7b1da,11.638333333333334,9.13390463494039,11.810584117009643,11.916132798987514,downsize,0.0
instance-547e158d-a100-4cdf-84e6-2cb79d2aec6b,10.26,8.871277157463394,16.917172338896442,17.711793752425624,downsize,0.0
instance-5480af80-93ea-4b2f-86d8-bedff8932e31,14.128333333333332,8.849430807310432,14.207707869560274,14.992568205886752,downsize,0.0
instance-5480f9cb-4ce1-4551-ae7a-22ac30798696,15.709999999999999,8.848178830429672,16.53311430807291,18.466827235508067,downsize,0.0
instance-54815945-c4f6-4f46-9ab7-b65669ac0757,50.81333333333333,42.89086654664455,48.22078226114681,52.10716984441923,review,1.8925622826961626
instance-5481f3cd-d30f-4e38-bf53-2826ff335ff6,3.135,2.977298663526138,3.111951688441473,3.3391229410173286,terminate,0.0168252674377245
instance-54824db1-ac5a-42f9-b540-34792a67a207,8.473333333333334,3.552358916035073,6.806310924627294,7.66604573456589,downsize,1.2169263583554097
instance-548285e7-ca55-4d8d-b3f9-8af6252a56e4,1.3466666666666665,1.238822898220307,1.314440497539221,1.4138247042229681,terminate,0.023525103463035196
instance-5484e121-7cdb-4350-a86d-a73f4fcb7cf2,9.605,5.670016898687143,8.89063160661851,10.00466265217418,downsize,0.5214889271684886
instance-54850ffa-2f3c-41eb-b98a-bd1242c0973a,13.162,7.871369994924411,16.590098729819793,18.183178262127267,downsize,0.0
instance-54858f0f-356b-49fe-902a-848871dd5f89,2.135,1.9991311627212722,4.898593674575209,9.308170904916807,downsize,0.0
instance-5486c6c5-dec1-4446-8693-59c0aeb23898,14.656666666666666,9.777470836514237,14.735723880822707,15.379281931714214,downsize,0.0
instance-548c689a-3b13-4098-a2aa-67a514342b68,4.236666666666667,3.6635395194433595,3.7112916820582598,4.386486187558269,terminate,0.3835237387641375
instance-548cefe7-a5a8-4ed2-a5a4-41c8bc6aaa6e,2.64,2.56308547228498,2.5868692793334493,2.8314803996142377,terminate,0.03878542608658207
instance-548e683e-c350-4c45-8d01-ba7d3f1e8ccb,16.029999999999998,9.847570115324023,16.525995657469696,17.473376380054628,downsize,0.0
instance-5491181b-ddb1-40ed-922f-946372c1d28b,7.058333333333333,2.4940947790132797,4.695912055424115,8.471623213625378,downsize,1.7245675328737289
instance-54962d81-1c1e-4218-ad16-aa5d7e2aca3f,18.211666666666666,11.800974433778785,18.127730432514767,19.725351707069887,downsize,0.06127345093088643
instance-549780ff-1482-4af2-9734-31ba039aef11,16.439999999999998,10.267649525656989,16.644200086001142,17.685123943969117,downsize,0.0
instance-54982530-9176-4f9e-9f1d-78508f05d00d,8.883333333333333,4.862754128977195,7.2598949535428785,9.608349043274286,downsize,1.1851100172470317
instance-549a795f-c1e1-4b4d-b339-4e9a7f2f5d94,0.21833333333333335,0.19686721714419717,0.21532448433734924,0.253863658159171,terminate,0.0021964597670683997
instance-549ac2d1-45fc-4549-bc9c-0d689117191d,18.67,9.008665977293349,16.5790332403235,18.17483518951051,downsize,1.5264057345638458
instance-549f2e83-cf5e-44dd-95da-7e0f2f56ffbe,2.1,2.652787832518146,3.538820493104763,4.723741573005429,terminate,0.0
instance-549fa48e-3c30-4e8c-beeb-ac7260e810a6,9.501666666666667,5.4258329841575765,9.837049930695345,10.136570265314978,downsize,0.0
instance-54a18102-7516-4975-b1d1-9850b323e617,3.0100000000000002,2.899088846705781,2.9507728634720274,3.091583254375506,terminate,0.04323580966542018
instance-54a2f72d-4073-4289-b50d-d87c6e4ffc67,8.345,7.043085306989315,8.530917070022179,9.551155103058766,downsize,0.0
instance-54a3ee34-325c-4ac5-bb7b-e94147f07d47,4.175,2.4875733715126604,3.508050015177877,4.3736612662541825,terminate,0.4868734889201496
instance-54a47365-454b-4955-a541-300049625447,3.8900000000000006,4.098223608635102,5.0272059060979295,5.57887824848433,downsize,0.0
instance-54a48322-5563-44a6-af6e-3f19021014e3,0.7149999999999999,0.6160515700749197,0.9795171912914444,1.1465009946581595,terminate,0.0
instance-54a5192d-35ff-43c0-a4a4-b9467ada4355,3.65,3.4273691783814804,3.6305954313695428,3.8601953002152967,terminate,0.014165335100233715
instance-54a6e057-eaff-45c3-88ae-929627b1a271,0.24666666666666667,0.23599833111809435,0.2636810456564868,0.28522726248964164,terminate,0.0
instance-54a7a743-68d3-417f-bfe4-cc13e38ae39a,20.575,10.744372745147606,18.35579053036389,18.783471461014937,downsize,1.6200229128343595
instance-54a82235-9479-4684-89b8-fa8a0d46afcf,10.843333333333334,8.19276173184501,13.724348737463078,14.995423242414528,downsize,0.0
instance-54ab4023-b71e-4529-aff5-c6cb4d562178,12.601666666666667,7.2439563081969975,10.99745872298326,22.4146109191983,review,1.1710717988888861
instance-54ad5810-400e-497a-a071-5aef9ac30ca0,8.639999999999999,4.690023266177919,8.450620997527293,9.38007086461529,downsize,0.1382466718050749
instance-54ad7e5b-01cc-473a-8475-468cebe2704a,3.985,3.693729339434171,3.7452624103195666,3.8715931526916902,terminate,0.17500844046671626
instance-54b04f9c-d292-4121-a9bd-f0950ebdf0c4,53.54666666666666,17.26632426320963,35.52503414491814,50.0475650975036,review,13.15579174087642
instance-54b3c7a7-6d8e-472f-bbc9-f30bd46a0f4e,8.102500000000001,8.576036807721604,14.806760091268169,20.155706593889274,review,0.0
instance-54b5817f-65c0-43e4-87d7-776550c074f6,16.52,7.91582688348281,15.667648442772538,16.886239764257194,downsize,0.6222166367760467
instance-54b5a5e4-6995-43d0-bbb2-ae8a58f212e8,9.218333333333335,4.57421915705161,8.511185860790139,9.422644455516943,downsize,0.5162176549565335
instance-54b66f7a-74e0-4bf2-944e-50c4d6c5e021,2.5033333333333334,1.6493424842585385,2.4669686419121493,10.544930399466823,downsize,0.026546224737464427
instance-54b68d60-79f5-4051-915a-32e23e1f8f11,22.955,22.71016492233096,28.201179445547893,33.551749167834515,review,0.0
instance-54b9586e-fa0b-485c-b50f-9b9cea903b5c,2.6816666666666666,2.523730733212542,2.7102118774743396,2.983805392037245,terminate,0.0
instance-54bb593d-2a24-49e0-8e6d-f206e6d1c800,3.236666666666667,3.0793194701766966,3.099718783522439,3.3556406988202307,terminate,0.0999719546952862
instance-54bb59d2-4033-411a-b9a2-e3ccb9858859,3.1316666666666664,2.855276854202608,3.3005742551743675,3.5385239302717446,terminate,0.0
instance-54be88a2-acaa-4d97-883c-409087604f4b,12.448333333333336,6.14469321565585,10.443572397296528,15.04558433212618,downsize,1.4634754833068702
instance-54bf189b-d945-4112-b47e-223e3c4584d6,8.656666666666666,4.699482933529189,8.556538495546244,9.574800412377233,downsize,0.07309356491790842
instance-54bfc3a2-354c-4340-9429-4b74d5d8642b,0.42166666666666663,0.44177178957073976,0.4587707457944747,0.4865285835771723,terminate,0.0
instance-54c0e6af-04f4-4746-afa5-ba9c977e4aac,56.04833333333334,12.775128327917965,41.443493983147526,70.99172553988679,review,10.661532725635645
instance-54c6f6b4-1acb-4d0d-b4a6-53b4ce0200fb,10.686666666666667,7.921844130241551,14.008684486909388,16.809529282726743,downsize,0.0
instance-54c7c028-3c0c-42f0-b315-5166e52c0d49,6.426666666666666,5.479041006092962,6.724904461775024,7.305314494029373,downsize,0.0
instance-54c80c45-0ed7-4aa1-9960-a9a54efc3fc0,2.4316666666666666,2.390714296964577,2.5856670835035795,2.7358019205047333,terminate,0.0
instance-54c8df4e-50ad-4fe4-bf87-a8de18051889,0.115,-0.10440408633996383,0.6352299940539889,5.20310751970814,downsize,0.0
instance-54c906af-58d3-4d59-ab81-756a61152489,1.5466666666666666,1.4053728982203069,1.507179808570617,1.5963216710872312,terminate,0.02882540641011627
instance-54c956f7-6036-457a-9019-b1d9fa630c2b,12.319999999999999,7.8886071186618185,13.6045434970266,17.58822095493708,downsize,0.0
instance-54cacd6f-2da6-4ab0-98be-c591d28cb022,23.41166666666666,4.3741611112395296,8.446137798798071,9.446254814242891,downsize,10.924836073544071
instance-54cb035a-9a4e-4fa3-969e-69903e882ce3,3.5033333333333334,3.2402690861956662,3.472861655546179,3.504443613402977,terminate,0.02224432478462265
instance-54cc0806-4ee4-4d3a-9106-83f9995ffe55,1.4933333333333334,1.479373661953115,1.5232314032820864,1.5918032403176987,terminate,0.0
instance-54cc3e64-1d9a-46ed-bcfe-376b9d921f3f,15.875,9.227375796165084,16.120949012966577,16.873743863252134,downsize,0.0
